offset,table,text_en,speaker
STR_DIALOGS_FT_D9_FT7_MELIAN_3,texts_DIALOGS,I can't use this anymore. I'd like you to keep it and continue what we've started. You know what's at stake...,
STR_DIALOGS_FT_D10_FT7_SIRFIEL_1,texts_DIALOGS,You haven't let go of that orb since you found it. Will that be enough to save him?,
STR_DIALOGS_FT_D10_FT7_MELIAN_2,texts_DIALOGS,"Don't worry, sister. He knows how to take care of himself.",
STR_DIALOGS_FT_D10_FT7_SIRFIEL_3,texts_DIALOGS,Alright...,
STR_DIALOGS_FT_D10_FT7_SIRFIEL_4,texts_DIALOGS,We're leaving. Come back soon or I'll have to worry Brigard.,
STR_DIALOGS_FT_D11_FTBOSS_RATATOSK_1,texts_DIALOGS,"Look at it. The gift of the Gods, Yggdrasil.",
STR_DIALOGS_FT_D11_FTBOSS_RATATOSK_2,texts_DIALOGS,"Some worship it, others fear it.",
STR_DIALOGS_FT_D11_FTBOSS_RATATOSK_3,texts_DIALOGS,"But wherever it is, this tree has the ability to change the fate of the world.",
STR_DIALOGS_FT_D11_FTBOSS_RATATOSK_4,texts_DIALOGS,"Even in Terragaya, where it has stayed hidden for millennia.",
STR_DIALOGS_FT_D12_FTBOSS_RATATOSK_1,texts_DIALOGS,"What are you doing here, mortal?",
STR_DIALOGS_FT_D12_FTBOSS_RATATOSK_2,texts_DIALOGS,You're in such a rush to die that you can't wait until I'm done with Yggdrasil?,
STR_DIALOGS_FT_D12_FTBOSS_RATATOSK_3,texts_DIALOGS,"Alright. If that's what you want, you'll get one chance to stop me.",
STR_DIALOGS_FT_D12_FTBOSS_RATATOSK_4,texts_DIALOGS,"After this, I'll bite its roots and everything will end.",
STR_DIALOGS_FT_D12_FTBOSS_RATATOSK_5,texts_DIALOGS,Show me the determination that brought you here! Defend yourself!,
STR_DIALOGS_FT_D13_FTBOSS_RATATOSK_1,texts_DIALOGS,Ugh...,
STR_DIALOGS_FT_D13_FTBOSS_RATATOSK_2,texts_DIALOGS,I hope you know the consequences of what you've avoided here...,
STR_DIALOGS_FT_D13_FTBOSS_RATATOSK_3,texts_DIALOGS,"If you're that desperate to find the Guardian, I'll tell you where he is.",
STR_DIALOGS_FT_D13_FTBOSS_RATATOSK_4,texts_DIALOGS,"Head east until you reach a large platform. On it, place this cube. It's a key. It'll take you to the place you're looking for.",
STR_DIALOGS_FT_D14_FTBOSS_RATATOSK_1,texts_DIALOGS,Now it's on you to fix this.,
STR_DIALOGS_FT_D14_FTBOSS_RATATOSK_2,texts_DIALOGS,...,
STR_DIALOGS_FT_D15_FTBOSS_LIANDRIS_1,texts_DIALOGS,What an unfortunate sight... I don't think you're capable of finishing off those roots right now.,
STR_DIALOGS_FT_D15_FTBOSS_RATATOSK_2,texts_DIALOGS,I suppose those mortals weren't following me for the sake of it....,
STR_DIALOGS_FT_D15_FTBOSS_LIANDRIS_3,texts_DIALOGS,What will happen with the plague now if you don't destroy the tree? And why have you given that Human the key to Beigon?,
STR_DIALOGS_FT_D15_FTBOSS_RATATOSK_4,texts_DIALOGS,"You know very well what will happen. You yourself have seen how unstoppable it is. At this rate, it'll wipe everything out, and it'll be just a matter of time before it reaches the Sea of Oberon.",
STR_DIALOGS_FT_D15_FTBOSS_LIANDRIS_5,texts_DIALOGS,They're that afraid of it?,
STR_DIALOGS_FT_D15_FTBOSS_RATATOSK_6,texts_DIALOGS,"You've instilled those little mortals with so much confidence, at least get them to the end. The plague's origin lies there. That's why I took the key, so no one could open the Guardian's chamber. But I'm guessing you knew all that...",
STR_DIALOGS_FT_D15_FTBOSS_LIANDRIS_7,texts_DIALOGS,Are you sure about this?,
STR_DIALOGS_FT_D15_FTBOSS_RATATOSK_8,texts_DIALOGS,My nose never fails me. Now it's up to you to do something.,
STR_DIALOGS_FT_D15_FTBOSS_LIANDRIS_9,texts_DIALOGS,...,
STR_DIALOGS_FT_D16_FT6_DARK_RAZOR_1,texts_DIALOGS,Huh?,
STR_DIALOGS_FT_D16_FT6_DARK_RAZOR_2,texts_DIALOGS,So it's still not over then?,
STR_DIALOGS_FT_D16_FT6_DARK_RAZOR_3,texts_DIALOGS,"Alright, I wouldn't want to disappoint..",
STR_DIALOGS_FT_D17_FT6_DARK_RAZOR_1,texts_DIALOGS,First that monster and now you.,
STR_DIALOGS_FT_D17_FT6_DARK_RAZOR_2,texts_DIALOGS,Did it really have to end like this...?,
STR_DIALOGS_JIVAN_AFT_INTRO_1_1,texts_DIALOGS,The beast that both you and that other boy describe...,
STR_DIALOGS_JIVAN_AFT_INTRO_1_2,texts_DIALOGS,"It seems to be a Feral, a creature whose energy rivals that of the Valkyries...",
STR_DIALOGS_JIVAN_AFT_INTRO_1_3,texts_DIALOGS,"My suspicions proved correct. If that creature has been here, it can't have been for a good reason.",
STR_DIALOGS_JIVAN_AFT_INTRO_1_4,texts_DIALOGS,It's important you tell me exactly where you faced him. I must see it with my own eyes.,
STR_DIALOGS_JIVAN_AFT_INTRO_1_5,texts_DIALOGS,"No... Do not worry, I shall take care of it. If he really has revealed the location of the Guardian to you, you'd best take his word as truth.",
STR_DIALOGS_JIVAN_AFT_INTRO_1_6,texts_DIALOGS,Lying doesn't come naturally to those beasts.,
STR_DIALOGS_EDIL_AFT_INTRO_1_1,texts_DIALOGS,Is there really an entire Fire Temple behind that mysterious door in the Forest of Fyr?,
STR_DIALOGS_EDIL_AFT_INTRO_1_2,texts_DIALOGS,"That soldier... Melian? He's back, and badly injured, but it looks like all you suffered from was a dusting of soot. Your armour's covered.",
STR_DIALOGS_EDIL_AFT_INTRO_1_3,texts_DIALOGS,Tell me everything! Just how terrifying was that creature he was talking about? How did you manage to beat it?,
STR_DIALOGS_EDIL_AFT_INTRO_1_4,texts_DIALOGS,"Alright, alright... I'll try to curb my enthusiasm...",
STR_DIALOGS_BRIGARD_AFT_INTRO_1_1,texts_DIALOGS,"I hope you've managed to rest, soldier. After finishing our preparations, we shall head towards Hel Swamp.",
STR_DIALOGS_BRIGARD_AFT_INTRO_1_2,texts_DIALOGS,We'll be taking the fastest route.,
STR_DIALOGS_BALOF_AFT_INTRO_1_1,texts_DIALOGS,"You smell like barbecue, friend. Get rid of that smell, and quickly. Believe me, I know what I'm talking about.",
STR_DIALOGS_BALOF_AFT_OUTRO_1_1,texts_DIALOGS,"To be honest, I don't exactly smell of roses either.",
STR_DIALOGS_GARTUA_AFT_INTRO_1_1,texts_DIALOGS,"So, what can I do for my smokey friend today?",
STR_DIALOGS_DESTRAS_AFT_INTRO_1_1,texts_DIALOGS,You smell of ironworking. I'm starting to like you....,
STR_DIALOGS_EUDER_AFT_INTRO_1_1,texts_DIALOGS,You smell like you've been scorched. Where have you been?,
STR_DIALOGS_EUDER_AFT_INTRO_1_2,texts_DIALOGS,"You know how much I like it when you come by here from time to time to tell me about your travels, but could  you perhaps come back when you've had a good, long shower?",
STR_DIALOGS_EUDER_AFT_INTRO_1_3,texts_DIALOGS,"It's alright, my little friend. Don't take it the wrong way... I'm just ladding.",
STR_DIALOGS_EUDER_AFT_INTRO_1_4,texts_DIALOGS,"If you have valuable information, I recommend you share it with General Brigard.",
STR_DIALOGS_SIRFIEL_WFT_INTRO_1_1,texts_DIALOGS,"At my brother's request, I won't involve anyone else.",
STR_DIALOGS_SIRFIEL_WFT_INTRO_1_2,texts_DIALOGS,"He trusts you completely, you see.",
STR_DIALOGS_SIRFIEL_WFT_INTRO_1_3,texts_DIALOGS,You best hurry back soon. I'm disobeying my orders to let General Brigard know about things like this for you.,
STR_DIALOGS_SIRFIEL_WFT_INTRO_1_4,texts_DIALOGS,"Oh, by the way...",
STR_DIALOGS_SIRFIEL_WFT_INTRO_1_5,texts_DIALOGS,"I'm sorry about what happened earlier. I still haven't mastered this sort of spell, and I couldn't go back to my original form when I activated that trap.",
STR_DIALOGS_SIRFIEL_WFT_INTRO_1_6,texts_DIALOGS,"Don't hold it against me, alright?",
STR_DIALOGS_SIRFIEL_AFT_INTRO_1_1,texts_DIALOGS,My brother was right.,
STR_DIALOGS_SIRFIEL_AFT_INTRO_1_2,texts_DIALOGS,You're back safe and sound. You don't the weight that's off my shoulders now.,
STR_DIALOGS_SIRFIEL_AFT_INTRO_1_3,texts_DIALOGS,It looks like those orbs are granting you some unusual powers.,
STR_DIALOGS_SIRFIEL_AFT_INTRO_1_4,texts_DIALOGS,I hope they're not dangerous.,
STR_DIALOGS_SIRFIEL_AFT_INTRO_1_5,texts_DIALOGS,"Anyway, I'm glad you're here.",
STR_DIALOGS_SIRFIEL_AFT_INTRO_1_6,texts_DIALOGS,"Go and see Brigard if you have information to share. Judging by what that squirrel thing said, I'd say he knows this world quite well.",
STR_DIALOGS_SIRFIEL_AFT_INTRO_1_7,texts_DIALOGS,Perhaps even better than its inhabitants.,
STR_DIALOGS_MELIAN_WFT_INTRO_1_1,texts_DIALOGS,"Don't worry about me, I'll be alright.",
STR_DIALOGS_MELIAN_WFT_INTRO_1_2,texts_DIALOGS,"I promised my sister that I won't get up to mischief, at least until I've recovered.",
STR_DIALOGS_MELIAN_WFT_INTRO_1_3,texts_DIALOGS,You have to stop that giant squirrel before it reaches the tree the Valkyrie spoke about.,
STR_DIALOGS_MELIAN_WFT_INTRO_1_4,texts_DIALOGS,"Hurry, I know you can do it. You're much more powerful now, even more than a Mage Captain like Sirfiel.",
STR_DIALOGS_MELIAN_AFT_INTRO_1_1,texts_DIALOGS,That run-in with the beast has made me think... How many things are we ignoring about what's happening to us?,
STR_DIALOGS_MELIAN_AFT_INTRO_1_2,texts_DIALOGS,"The Valkyries, that monster, the tree, the Guardian...",
STR_DIALOGS_MELIAN_AFT_INTRO_1_3,texts_DIALOGS,"Perhaps if we find the Guardian, we can understand the scale of all of this.",
STR_DIALOGS_MELIAN_AFT_INTRO_1_4,texts_DIALOGS,We're counting on you. It looks like we're getting closer.,
STR_DIALOGS_SINKA_AFT_INTRO_1_1,texts_DIALOGS,You've got that look of wonder on your face again.,
STR_DIALOGS_SINKA_AFT_INTRO_1_2,texts_DIALOGS,"Tell me, is it something important this time or is gonna be another one of those discoveries that ends up taking you right back to where you started?",
STR_DIALOGS_SINKA_AFT_INTRO_1_3,texts_DIALOGS,"Alright, I guess it's a good one this time, then.",
STR_DIALOGS_SINKA_AFT_INTRO_1_4,texts_DIALOGS,"Nah... I'm joking, but you've got nothing to lose by trying.",
STR_DIALOGS_MAKERELGRUPER_AFT_INTRO_M_1_1,texts_DIALOGS,"Gruper, if you could pick a regiment captain, who'd it be?",
STR_DIALOGS_MAKERELGRUPER_AFT_INTRO_G_1_2,texts_DIALOGS,Hmm... I know who it WOULDN'T be.,
STR_DIALOGS_MAKERELGRUPER_AFT_INTRO_G_1_3,texts_DIALOGS,"Captain Adamont. His bad temper scares me, though they do say that he can be quite nice, once you get to know him.",
STR_DIALOGS_MAKERELGRUPER_AFT_INTRO_G_1_4,texts_DIALOGS,You?,
STR_DIALOGS_MAKERELGRUPER_AFT_INTRO_M_1_5,texts_DIALOGS,"Captain Sirfiel, no question.",
STR_DIALOGS_MAKERELGRUPER_AFT_INTRO_G_1_6,texts_DIALOGS,And since when have you been into magic?,
STR_DIALOGS_MAKERELGRUPER_AFT_INTRO_M_1_7,texts_DIALOGS,What's the difference? Captains lead all kinds of regiments.,
STR_DIALOGS_MAKERELGRUPER_AFT_INTRO_G_1_8,texts_DIALOGS,Yeah...,
STR_DIALOGS_ADAMONT_AFT_INTRO_1_1,texts_DIALOGS,"Where have ya been, lad? You're covered in soot...",
STR_DIALOGS_ADAMONT_AFT_INTRO_1_2,texts_DIALOGS,The shiny and tidy image of Zarga's soldiers is one of our distinguishing traits.,
STR_DIALOGS_ADAMONT_AFT_INTRO_1_3,texts_DIALOGS,"If you don't shine yourself up a bit, you'll end up looking like the soldiers of Dizarn, the ones with the dark armour.",
STR_DIALOGS_ADAMONT_AFT_INTRO_1_4,texts_DIALOGS,"And we wouldn't want that, would we?",
STR_DIALOGS_ADAMONT_AFT_INTRO_1_5,texts_DIALOGS,So take that as an order and clean yourself up.,
STR_DIALOGS_FISHCHIEF_AFT_INTRO_1_1,texts_DIALOGS,That lab hides mysteries that we still don't understand. Our friend continues to investigate it.,
STR_DIALOGS_CROMACHIEF_AFT_INTRO_1_1,texts_DIALOGS,I have been thinking... What if the being the inhabitants of this world seek is in some way connected to these parasites?,
STR_DIALOGS_JIVAN_AN_INTRO_1_1,texts_DIALOGS,I see you are ready to leave.,
STR_DIALOGS_JIVAN_AN_INTRO_1_2,texts_DIALOGS,"I must say, I have never seen a fallen army organise itself so well in order to achieve an objective proposed by the Valkyries.",
STR_DIALOGS_JIVAN_AN_INTRO_1_3,texts_DIALOGS,"Either way, it is best you do not forget everything that has happened to you, what you have experienced here has been anything but normal.",
STR_DIALOGS_JIVAN_AN_INTRO_1_4,texts_DIALOGS,I hope you can continue on your path without those sort of setbacks.,
STR_DIALOGS_JIVAN_AN_INTRO_1_5,texts_DIALOGS,"It's been a pleasure to have hosted you within Hafin's walls, Human army of Zarga. I hope you find what you seek.",
STR_DIALOGS_EDIL_AN_INTRO_1_1,texts_DIALOGS,"Travel safe, soldiers.",
STR_DIALOGS_EDIL_AN_INTRO_1_2,texts_DIALOGS,I've decided to focus on my lessons. Maybe that way Jivan will start to trust me more.,
STR_DIALOGS_EDIL_AN_INTRO_1_3,texts_DIALOGS,"Go on then, don't waste time talking to me and find that Guardian.",
STR_DIALOGS_BALOF_AN_INTRO_1_1,texts_DIALOGS,"Could ya come by when you're about to leave? Stock up well if you're heading on a trip you're not coming back from, friend.",
STR_DIALOGS_BALOF_AN_OUTRO_1_1,texts_DIALOGS,Good luck.,
STR_DIALOGS_GARTUA_AN_INTRO_1_1,texts_DIALOGS,"If you see the Guardian, remind him that, if he's thinking about coming by Hafin, we'll be ready.",
STR_DIALOGS_DESTRAS_AN_INTRO_1_1,texts_DIALOGS,I heard you're heading off soon. I'm actually going to miss you. Forging a tonne of weapons for an entire army is something you don't get to do every day!,
STR_DIALOGS_EUDER_AN_INTRO_1_1,texts_DIALOGS,I knew it! I knew there had to be something on the other side of that swamp!,
STR_DIALOGS_EUDER_AN_INTRO_1_2,texts_DIALOGS,"Okay, okay... I'll contain my excitement, but I have a hunch about the information you received. It just has to be true!",
STR_DIALOGS_EUDER_AN_INTRO_1_3,texts_DIALOGS,I see this captain's intuition's as sharp as ever.,
STR_DIALOGS_EUDER_AN_INTRO_1_4,texts_DIALOGS,"And you had your part to play, too, of course.",
STR_DIALOGS_EUDER_AN_INTRO_1_5,texts_DIALOGS,Let's not make the Guardian wait any longer.,
STR_DIALOGS_SIRFIEL_AN_INTRO_1_1,texts_DIALOGS,"We've been through a lot, but it looks like everyone trusts the information you found on your last adventure.",
STR_DIALOGS_SIRFIEL_AN_INTRO_1_2,texts_DIALOGS,"Once Brigard gives the order, we'll leave for the Guardian.",
STR_DIALOGS_SIRFIEL_AN_INTRO_1_3,texts_DIALOGS,I wonder if he's as powerful as the legend suggests...,
STR_DIALOGS_SIRFIEL_AN_INTRO_1_4,texts_DIALOGS,What... excited? You bet I am! I can't wait to see what he looks like.,
STR_DIALOGS_SIRFIEL_AN_INTRO_1_5,texts_DIALOGS,I hope I'm allowed to take a few things from here. There's still books I'd like to read.,
STR_DIALOGS_MELIAN_AN_INTRO_1_1,texts_DIALOGS,This is even more suspicious...,
STR_DIALOGS_MELIAN_AN_INTRO_1_2,texts_DIALOGS,The monster... Ratatosk? He told you where to find the Guardian?,
STR_DIALOGS_MELIAN_AN_INTRO_1_3,texts_DIALOGS,He went from wanting to destroy this world to revealing the location of what everyone is supposed to look for after they arrive here.,
STR_DIALOGS_MELIAN_AN_INTRO_1_4,texts_DIALOGS,I'd love to put two and two together but it just doesn't add up.,
STR_DIALOGS_MELIAN_AN_INTRO_1_5,texts_DIALOGS,Perhaps it's best not to think about it too much and just head straight to where he told you.,
STR_DIALOGS_SINKA_AN_INTRO_1_1,texts_DIALOGS,"Looks like we're finally moving, eh?",
STR_DIALOGS_SINKA_AN_INTRO_1_2,texts_DIALOGS,Does this really seem that bad to you? Maybe staying here wouldn't be such a bad idea...,
STR_DIALOGS_SINKA_AN_INTRO_1_3,texts_DIALOGS,At least the air's cleaner than Zarga's.,
STR_DIALOGS_SINKA_AN_INTRO_1_4,texts_DIALOGS,Maybe we came for a reason.,
STR_DIALOGS_SINKA_AN_INTRO_1_5,texts_DIALOGS,Or it's just some sort of afterlife admin error.,
STR_DIALOGS_SINKA_AN_INTRO_1_6,texts_DIALOGS,"Whatever it is, it's always the ones at the bottom who end up paying for it.",
STR_DIALOGS_MAKERELGRUPER_AN_INTRO_M_1_1,texts_DIALOGS,"You nervous, friend?",
STR_DIALOGS_MAKERELGRUPER_AN_INTRO_G_1_2,texts_DIALOGS,"Yep, and thanks to all your effort it looks like we finally a direction to head in.",
STR_DIALOGS_MAKERELGRUPER_AN_INTRO_M_1_3,texts_DIALOGS,"Gruper, we're finally getting out of here!",
STR_DIALOGS_MAKERELGRUPER_AN_INTRO_G_1_4,texts_DIALOGS,"Try not to get too excited, it's not the first time we've taken a stab in the dark in this world.",
STR_DIALOGS_MAKERELGRUPER_AN_INTRO_M_1_5,texts_DIALOGS,Really? You're gonna be the party pooper? Our duo doesn't work like that...,
STR_DIALOGS_MAKERELGRUPER_AN_INTRO_G_1_6,texts_DIALOGS,"Of course not. This time, I'm sure we'll be able to find the Guardian!",
STR_DIALOGS_ADAMONT_AN_INTRO_1_1,texts_DIALOGS,It's time that Guardian met Zarga's determination.,
STR_DIALOGS_ADAMONT_AN_INTRO_1_2,texts_DIALOGS,"This has to be it this time, and he better get us home... or else.",
STR_DIALOGS_ADAMONT_AN_INTRO_1_3,texts_DIALOGS,"In fact, he's gonna spend a good while not being able to receive any more guests.",
STR_DIALOGS_ADAMONT_AN_INTRO_1_4,texts_DIALOGS,I'll personally make sure of it!,
STR_DIALOGS_ADAMONT_AN_INTRO_1_5,texts_DIALOGS,"You're one of a kind, soldier. Did you think about what I said? About coming over to my regiment?",
STR_DIALOGS_ADAMONT_AN_INTRO_1_6,texts_DIALOGS,"Hahahah. Alright, you think about it and let me know.",
STR_DIALOGS_FISHCHIEF_AN_INTRO_1_1,texts_DIALOGS,STR_DIALOGS_FISHCHIEF_AN_INTRO_1_1,
STR_DIALOGS_CROMACHIEF_AN_INTRO_1_1,texts_DIALOGS,STR_DIALOGS_CROMACHIEF_AN_INTRO_1_1,
STR_DIALOGS_TOWN_AAF_D1_JIVAN_1,texts_DIALOGS,It's a good thing the messenger found you in time. I don't believe I can use this spell again for a while.,JIVAN
STR_DIALOGS_TOWN_AAF_D1_JIVAN_2,texts_DIALOGS,But we cannot wait any longer. I can't lose Edil.,JIVAN
STR_DIALOGS_TOWN_AAF_D2_JIVAN_1,texts_DIALOGS,It's taken more of my energy that I thought it would. Such power...,JIVAN
STR_DIALOGS_TOWN_AAF_D3_EDIL_1,texts_DIALOGS,Old man...?,EDIL
STR_DIALOGS_TOWN_AAF_D4_JIVAN_1,texts_DIALOGS,Edil?,JIVAN
STR_DIALOGS_TOWN_AAF_D4_JIVAN_2,texts_DIALOGS,Edil!,JIVAN
STR_DIALOGS_TOWN_AAF_D5_JIVAN_1,texts_DIALOGS,"You're safe now, Edil, there's nothing to be afraid of.",JIVAN
STR_DIALOGS_TOWN_AAF_D5_EDIL_2,texts_DIALOGS,"One of those things got me, didn't it?",EDIL
STR_DIALOGS_TOWN_AAF_D5_EDIL_3,texts_DIALOGS,"I could feel how it was trying to take over me, but I resisted. Sometimes I was even able to make out your voices.",EDIL
STR_DIALOGS_TOWN_AAF_D5_JIVAN_4,texts_DIALOGS,"I can't even imagine what you've been through, my poor girl.",JIVAN
STR_DIALOGS_TOWN_AAF_D5_EDIL_5,texts_DIALOGS,I'm lucky you were there.,EDIL
STR_DIALOGS_TOWN_AAF_D6_BRIGARD_1,texts_DIALOGS,"GET BACK, SOLDIER!",BRIGARD
STR_DIALOGS_TOWN_AAF_D6_BRIGARD_2,texts_DIALOGS,Uh... What? Where are we?,BRIGARD
STR_DIALOGS_TOWN_AAF_D7_JIVAN_1,texts_DIALOGS,"It's alright, General, you're safe now. We're in Hafin, in my observatory.",JIVAN
STR_DIALOGS_TOWN_AAF_D7_BRIGARD_2,texts_DIALOGS,...,BRIGARD
STR_DIALOGS_TOWN_AAF_D7_BRIGARD_3,texts_DIALOGS,I understand... I'm sorry for anything I did.,BRIGARD
STR_DIALOGS_TOWN_AAF_D8_JIVAN_1,texts_DIALOGS,Liandris... It's been some time.,JIVAN
STR_DIALOGS_TOWN_AAF_D8_JIVAN_2,texts_DIALOGS,"If you're showing your face around Hafin, it must be for something important. What's going on?",JIVAN
STR_DIALOGS_TOWN_AAF_D8_LIANDRIS_3,texts_DIALOGS,You tell me. I'm here for answers.,LIANDRIS
STR_DIALOGS_TOWN_AAF_D8_LIANDRIS_4,texts_DIALOGS,I need to speak with the Human general.,LIANDRIS
STR_DIALOGS_TOWN_AAF_D9_BRIGARD_1,texts_DIALOGS,Me?,BRIGARD
STR_DIALOGS_TOWN_AAF_D10_LIANDRIS_1,texts_DIALOGS,You were trapped by one of those things. Tell me what happened.,LIANDRIS
STR_DIALOGS_TOWN_AAF_D10_BRIGARD_2,texts_DIALOGS,"I saw... I could see thousands of eyes in the shadows, looking at me and, then, just darkness. I can't explain it... You feel as if an overwhelming force takes over from within and, once it's finished, you stop resisting because it's now part of you...",BRIGARD
STR_DIALOGS_TOWN_AAF_D10_LIANDRIS_3,texts_DIALOGS,That's it? It seems that Sangrigor saw more than that.,LIANDRIS
STR_DIALOGS_TOWN_AAF_D11_JIVAN_1,texts_DIALOGS,A Valkyrie has been infected?,JIVAN
STR_DIALOGS_TOWN_AAF_D11_JIVAN_2,texts_DIALOGS,"Bring her here. While I'm not yet ready, I'm willing to try to...",JIVAN
STR_DIALOGS_TOWN_AAF_D11_LIANDRIS_3,texts_DIALOGS,"Save your strength, elder. She pulled out the parasite herself, right before my eyes, and nothing happened.",LIANDRIS
STR_DIALOGS_TOWN_AAF_D11_JIVAN_4,texts_DIALOGS,"That's possible? She should return to normal, as they did.",JIVAN
STR_DIALOGS_TOWN_AAF_D11_LIANDRIS_5,texts_DIALOGS,I cannot waste any more time. I must find her.,LIANDRIS
STR_DIALOGS_TOWN_AAF_D11_BIS_JIVAN_1,texts_DIALOGS,I have a bad feeling about this...,
STR_DIALOGS_TOWN_AAF_D12_EDIL_1,texts_DIALOGS,"Hey, you're the soldier that fought alongside me to defend Hafin. I know you helped Jivan in getting me better.",EDIL
STR_DIALOGS_TOWN_AAF_D12_EDIL_2,texts_DIALOGS,Thank you.,EDIL
STR_DIALOGS_TOWN_AAF_D13_JIVAN_1,texts_DIALOGS,What's happening now?,JIVAN
STR_DIALOGS_TOWN_AAF_D13_JIVAN_2,texts_DIALOGS,"Don't move, Edil. I'll be back once I've found out what's going on.",JIVAN
STR_DIALOGS_TOWN_AAF_D14_MELIAN_1,texts_DIALOGS,Ouch! Again.,MELIAN
STR_DIALOGS_TOWN_AAF_D15_MELIAN_1,texts_DIALOGS,Does anyone know what's happening?,MELIAN
STR_DIALOGS_TOWN_AAF_D15_JIVAN_2,texts_DIALOGS,"I was hoping to find out, soldier.",JIVAN
STR_DIALOGS_TOWN_AAF_D16_MELIAN_1,texts_DIALOGS,"Wait! The honourable Jivan, I assume?",MELIAN
STR_DIALOGS_TOWN_AAF_D16_JIVAN_2,texts_DIALOGS,There's no need for formalities.,JIVAN
STR_DIALOGS_TOWN_AAF_D16_MELIAN_3,texts_DIALOGS,I know. Are you perhaps thinking of asking that soldier to investigate?,MELIAN
STR_DIALOGS_TOWN_AAF_D17_JIVAN_1,texts_DIALOGS,Actually...,JIVAN
STR_DIALOGS_TOWN_AAF_D17_MELIAN_2,texts_DIALOGS,"Don't worry, I know exactly what he's capable of, but, this time, he won't go alone. I'm ready to leave my post and head out on an adventure.",MELIAN
STR_DIALOGS_TOWN_AAF_D17_JIVAN_3,texts_DIALOGS,Alright... It's true that I haven't recovered my strength after using so much energy.,JIVAN
STR_DIALOGS_TOWN_AAF_D18_MELIAN_1,texts_DIALOGS,"Soldier, I'm no captain, but I promise to step up to the task at hand. You won't regret working with me.",MELIAN
STR_DIALOGS_TOWN_AAF_D19_JIVAN_1,texts_DIALOGS,"I believe the water treatment plant that manages the dam's outflow could be a good place to start the investigation. If you need me, I shall be inside, tending to the others.",JIVAN
STR_DIALOGS_TOWN_AAF_D20_MELIAN_1,texts_DIALOGS,"Let's go, we've waited long enough.",MELIAN
STR_DIALOGS_TOWN_AAF_D21_MELIAN_1,texts_DIALOGS,I know what you're thinking.,MELIAN
STR_DIALOGS_TOWN_AAF_D21_MELIAN_2,texts_DIALOGS,"But I'm tired of being that sullen, patient soldier who spends his whole life moaning about not being something greater.",MELIAN
STR_DIALOGS_TOWN_AAF_D21_MELIAN_3,texts_DIALOGS,"I want to help, like you do.",MELIAN
STR_DIALOGS_TOWN_AAF_D21_MELIAN_4,texts_DIALOGS,"Also... While you were up there, with Captain Euder, I went on a mission with General Brigard and the others. We didn't really find anything, but I came across one of those prized energy orbs you have.",MELIAN
STR_DIALOGS_TOWN_AAF_D21_MELIAN_5,texts_DIALOGS,I understand now... The power they grant you makes you want even more.,MELIAN
STR_DIALOGS_TOWN_AAF_D21_MELIAN_6,texts_DIALOGS,"So don't worry. Together, we'll be stronger.",MELIAN
STR_DIALOGS_TOWN_AAF_D21_MELIAN_7,texts_DIALOGS,We should carry on.,MELIAN
STR_DIALOGS_TOWN_AAF_D22_FISHCHIEF_1,texts_DIALOGS,"Erm... Land-dwellers of Hafin, I know what it looks like, but we have nothing to do with what's happening.",FISHCHIEF
STR_DIALOGS_TOWN_AAF_D22_FISHCHIEF_2,texts_DIALOGS,Wait a moment... Are you those soldiers that defended the city against the dark plague?,FISHCHIEF
STR_DIALOGS_TOWN_AAF_D23_FISHMINION_1,texts_DIALOGS,Chief... Perhaps we could...?,FISHMINION
STR_DIALOGS_TOWN_AAF_D23_FISHCHIEF_2,texts_DIALOGS,"Would you be quiet, Baiyu? I can barely hear myself think with your incessant noise.",FISHCHIEF
STR_DIALOGS_TOWN_AAF_D23_FISHCHIEF_3,texts_DIALOGS,I have a proposal. Perhaps we could help each other.,FISHCHIEF
STR_DIALOGS_TOWN_AAF_D24_FISHCHIEF_1,texts_DIALOGS,"Baiyu, what species are these specimens exactly?",FISHCHIEF
STR_DIALOGS_TOWN_AAF_D24_FISHMINION_2,texts_DIALOGS,"Well, I'd say they're either Humans or Elves... Yes... I would say... Humans.",FISHMINION
STR_DIALOGS_TOWN_AAF_D24_FISHCHIEF_3,texts_DIALOGS,Just what I thought. Humans. You've always been my favourites!,FISHCHIEF
STR_DIALOGS_TOWN_AAF_D25_FISHCHIEF_1,texts_DIALOGS,Where to begin...?,FISHCHIEF
STR_DIALOGS_TOWN_AAF_D25_FISHMINION_2,texts_DIALOGS,I believe I can show you. That would make things easier.,FISHMINION
STR_DIALOGS_TOWN_AAF_D25_FISHCHIEF_3,texts_DIALOGS,"I think showing you this will help things go smoother. Go on, Baiyu, show them.",FISHCHIEF
STR_DIALOGS_TOWN_AAF_D25_FISHMINION_4,texts_DIALOGS,Would you mind standing back a little? This will need some space.,FISHMINION
STR_DIALOGS_TOWN_AAF_D26_FISHCHIEF_1,texts_DIALOGS,"Don't worry, he can't break out of those chains.",FISHCHIEF
STR_DIALOGS_TOWN_AAF_D26_FISHCHIEF_2,texts_DIALOGS,"This creature you see in front of you is our friend, though he doesn't quite look it right now.",FISHCHIEF
STR_DIALOGS_TOWN_AAF_D26_FISHCHIEF_3,texts_DIALOGS,"And, believe it or not, the one responsible for his condition is the same person who is causing those earthquakes.",FISHCHIEF
