scene,offset,speaker,risk,revisar,source_en,target_pt,correcao,nota
ch_11_04,0x16088,Haku,high,risco:high,WEAK-soft! Not to mention it's a deadly\n,mole-FRACO! Sem contar que é um predador\n,,
ch_11_04,0x160b2,Haku,low,,predator!,mortal!,,
ch_11_04,0x160bc,Apresentador,high,risco:high,...Then learn from its flexibility.,...Então aprenda com a flexibilidade dele.,,
ch_11_04,0x160e0,Apresentador 2,medium,,Yes. You should learn flexible thinking from it.,Sim. Você devia aprender o pensamento flexível com ele.,,
ch_11_04,0x16111,Haku,medium,,So I can be... soft... like one of THEM? That's\n,Pra eu poder ser... mole... feito um DELES? É\n,,
ch_11_04,0x16143,Haku,medium,,the day I stop being human!,o dia em que eu deixo de ser humano!,,
ch_11_04,0x162e2,Apresentador,high,risco:high,Your teacher was soft. Now he is hard.,Seu professor era mole. Agora ele está duro.,,
ch_11_04,0x16309,Apresentador,high,risco:high,You should learn from how he throbs. And look\n,Você devia aprender como ele pulsa. E olhe\n,,
ch_11_04,0x16339,Apresentador,high,risco:high,"how he expands larger and larger, master.","como ele incha cada vez mais, mestre.",,
ch_11_04,0x16363,Haku,high,risco:high,"Look, stop... screwing around, you two.","Olha, parem... com a sacanagem, vocês dois.",,
ch_11_04,0x1638b,Apresentador,high,risco:high,...Screwing around?,...Sacanagem?,,
ch_11_04,0x165e1,Haku,medium,,Guess I'll never know... what any of this means...,Acho que nunca vou saber... o que nada disso significa...,,
ch_11_04,0x16614,Kuon,medium,,"Haku, pull yourself together! Haku!!","Haku, se recompõe! Haku!!",,
ch_11_04,0x166df,Haku,medium,,"H-Huh? N-No, this has to be... some mistake,\n","H-Hein? N-Não, isso tem que ser... algum engano,\n",,
ch_11_04,0x1670e,Haku,low,,right...?,né...?,,
ch_11_05,0x16e45,Haku,medium,,Hahh... hah... phew...,Haah... haah... ufa...,,
ch_11_05,0x16e5c,Haku,medium,,I-Is that... all of them?,E-Esses... eram todos?,,
ch_11_05,0x16e76,Haku,medium,,"Kuon closes her eyes, straining her big ears as she\n","A Kuon fecha os olhos, aguçando as orelhas grandes enquanto\n",,
ch_11_05,0x16eac,Haku,low,,listens.,escuta.,,
ch_11_05,0x16eb5,Kuon,low,,...Yes... I don't think there are any more nearby.,...Sim... acho que não tem mais nenhum por perto.,,
ch_11_05,0x16ee8,Haku,low,,O-OK...,B-Beleza...,,
ch_11_05,0x16ef0,Haku,low,,I sag to the ground. ,Eu desabo no chão. ,,
ch_11_05,0x16f06,Haku,low,,Thought... I was gonna die there...,Achei... que ia morrer ali...,,
ch_11_05,0x16f2a,Kuon,high,risco:high,Er... well done...?,Ahn... mandou bem...?,,
ch_11_05,0x16f3e,Haku,low,,"Kuon offers me some kind of flask, seeing me\n","A Kuon me oferece uma espécie de cantil, me vendo\n",,
ch_11_05,0x16f6d,Haku,low,,seated and trying to catch my breath.,sentado tentando recuperar o fôlego.,,
ch_11_05,0x16f93,Haku,medium,,I take it with a grumble. Maybe I'm sulking\n,Pego resmungando. Talvez eu esteja de bico\n,,
ch_11_05,0x16fc1,Haku,low,,a little.,um pouco.,,
ch_11_05,0x16fcb,Haku,medium,,It wasn't anything like you said!,Não foi nada do que você disse!,,
ch_11_05,0x16fed,Kuon,low,,What I said?,O que eu disse?,,
ch_11_05,0x16ffa,Haku,high,risco:high,"Just a second ago! All that ""oh, just wave a\n","Agora há pouco! Aquele ""ah, é só balançar um\n",,
ch_11_05,0x17029,Haku,high,risco:high,"stick around, they'll scatter.""","graveto que eles se espalham.""",,
ch_11_05,0x17049,Haku,high,risco:high,So much for scattering! They tried to maul me!\n,Espalharam que nada! Eles tentaram me despedaçar!\n,,
ch_11_05,0x1707a,Haku,medium,,They didn't care about the damn stick--I could've\n,Eles nem ligaram pro maldito graveto--eu podia ter\n,,
ch_11_05,0x170ae,Haku,low,,died!,morrido!,,
ch_11_05,0x170b4,Kuon,medium,,But... I was telling the truth. ,Mas... eu falei a verdade. ,,
ch_11_05,0x170d5,Kuon,low,,"They try to ambush people, and they attack in\n",Eles tentam emboscar as pessoas e atacam em\n,,
ch_11_05,0x17105,Kuon,low,,"packs, but they're really not that big of a deal.","bando, mas eles não são grande coisa de verdade.",,
ch_11_05,0x17137,Haku,medium,,That... wasn't a big deal?,Aquilo... não foi grande coisa?,,
ch_11_05,0x17152,Haku,low,,Kuon glances at me dubiously.,A Kuon me lança um olhar de dúvida.,,
ch_11_05,0x17170,Kuon,high,risco:high,"Haku, maybe you're a bit, ah...","Haku, talvez você seja um pouquinho, ahn...",,
ch_11_05,0x17190,Kuon,medium,,"Ah, no, never mind. I think.","Ah, não, deixa pra lá. Acho eu.",,
ch_11_05,0x171ad,Haku,medium,,"Not sure what she was about to say, but I'll act\n","Não sei o que ela ia dizer, mas vou fingir\n",,
ch_11_05,0x171e0,Haku,low,amostra,"like I didn't hear. I've got a good guess, anyway...","que não ouvi. Mas dá pra imaginar, de todo jeito...",,
ch_11_05,0x17215,Kuon,medium,,"You're still recovering, after all... Not quite\n","Você ainda está se recuperando, afinal... Não\n",,
ch_11_05,0x17247,Kuon,low,,back to normal. And you seemed unused to all this.,totalmente recuperado. E parecia sem prática nisso tudo.,,
ch_11_05,0x1727a,Kuon,medium,,"Well, perhaps all you need is a bit of practice,\n","Bom, talvez você só precise de um pouco de prática,\n",,
ch_11_05,0x172ad,Kuon,low,,and you'll be driving them off easily.,e vai enxotá-los fácil.,,
ch_11_05,0x172d4,Haku,medium,,Like I'd ever want to go through that again.,Como se eu fosse querer passar por isso de novo.,,
ch_11_05,0x17301,Kuon,low,amostra,"All right, we should get back on the road soon.","Certo, a gente devia voltar pra estrada logo.",,
ch_11_05,0x17331,Haku,medium,,"What, already!? Can't we just rest a little\n","Quê, já!? A gente não pode descansar um pouco\n",,
ch_11_05,0x1735f,Haku,low,,longer...?,mais...?,,
ch_11_05,0x1736a,Haku,low,,"My legs are weak, and they're shaking slightly.","Minhas pernas estão bambas, tremendo de leve.",,
ch_11_05,0x1739a,Kuon,low,,"I wouldn't mind, but if we take much longer, the\n","Por mim tudo bem, mas se a gente demorar muito, o\n",,
ch_11_05,0x173cd,Kuon,low,,sun will set. Are you OK with that?,sol vai se pôr. Você topa isso?,,
ch_11_05,0x173f1,Kuon,low,,"It'd mean we'd be traveling in darkness, and\n","Ia significar viajar no escuro, e\n",,
ch_11_05,0x17420,Kuon,low,,there's a good chance we'd run into more of\n,tem boa chance da gente esbarrar em mais\n,,
ch_11_05,0x1744e,Kuon,low,,them.,deles.,,
ch_11_05,0x17454,Haku,low,,"I peer skyward, but... the sun is nowhere near\n","Olho pro céu, mas... o sol não está nem perto\n",,
ch_11_05,0x17485,Haku,low,,the horizon.,do horizonte.,,
ch_11_05,0x17492,Haku,low,,"And this village is... pretty close by,\n","E essa vila está... bem pertinho,\n",,
ch_11_05,0x174bc,Haku,low,,you said?,você disse?,,
ch_11_05,0x174c6,Kuon,low,,"Right. Not much farther now, I think.","Isso. Não falta muito agora, acho.",,
ch_11_05,0x174f0,Haku,low,,...Hm?,...Hum?,,
ch_11_05,0x174f7,Haku,medium,,Kuon meets my eyes with a look of polite confusion.,A Kuon encontra meu olhar com uma confusão educada.,,
ch_11_05,0x1752b,Haku,medium,,She seems... honest enough... It'll be fine.\n,Ela parece... bastante sincera... Vai dar certo.\n,,
ch_11_05,0x1755a,Haku,low,,Just a little farther... that's all...,Só mais um pouquinho... é só isso...,,
ch_11_06,0x18463,Haku,low,,...Just how long have we been walking...?,...Faz quanto tempo que a gente tá andando...?,,
ch_11_06,0x1848d,Haku,low,,"The sun is dipping toward the horizon, but the\n","O sol está caindo na direção do horizonte, mas a\n",,
ch_11_06,0x184be,Haku,low,,village Kuon mentioned is nowhere in sight.,vila que a Kuon mencionou não aparece em lugar nenhum.,,
ch_11_06,0x184ea,Haku,low,,"It feels like we've been walking for miles, but Kuon\n","Parece que a gente andou quilômetros, mas a Kuon\n",,
ch_11_06,0x18521,Haku,low,,looks like she hasn't even broken a sweat.,parece que nem suou.,,
ch_11_06,0x1854c,Haku,low,,"She's been hiking at quite a clip, too.",E ainda por cima vem num ritmo e tanto.,,
ch_11_06,0x18574,Haku,low,,"Me, on the other hand...","Eu, por outro lado...",,
ch_11_06,0x1858d,Haku,medium,,Huff... hah... hah... Nnnngh...,Uf... haah... haah... Nnnngh...,,
ch_11_06,0x185ad,Haku,low,,"I don't exactly have much stamina to begin with,\n","Eu já não tenho lá muita energia pra começo de conversa,\n",,
ch_11_06,0x185e0,Haku,low,,but on top of that...,mas ainda por cima disso...,,
ch_11_06,0x185f6,Haku,low,,M-My feet...,M-Meus pés...,,
ch_11_06,0x18603,Haku,low,,I drag my feet as I walk. They're as heavy as lead.,Arrasto os pés enquanto ando. Estão pesados como chumbo.,,
ch_11_06,0x18637,Haku,low,largura,But I can't exactly complain when a girl half my size\n,Mas não dá bem pra reclamar quando uma garota da metade do meu tamanho\n,,
ch_11_06,0x1866f,Haku,low,,is keeping pace effortlessly.,acompanha o ritmo sem esforço.,,
ch_11_06,0x1868d,Haku,low,,"I shouldn't whine, but...","Eu não devia choramingar, mas...",,
ch_11_06,0x186a7,Haku,low,,"H-Hey, Kuon?","E-Ei, Kuon?",,
ch_11_06,0x186b4,Kuon,low,,Hm?,Hum?,,
ch_11_06,0x186b8,Haku,low,,Kuon glances over her shoulder without stopping.,A Kuon olha por cima do ombro sem parar.,,
ch_11_06,0x186e9,Haku,medium,,Uh... How should I put this? We've been walking for\n,Ahn... Como é que eu digo? A gente tá andando faz\n,,
ch_11_06,0x1871f,Haku,low,,"a while now, and, um... Is the village close?","um tempão já, e, hum... A vila tá perto?",,
ch_11_06,0x1874d,Kuon,low,,"Mm, almost. We should be coming up on it soon--just\n","Hum, quase. A gente já deve chegar logo--só\n",,
ch_11_06,0x18783,Kuon,low,,"a little further, I think.","mais um pouquinho, acho.",,
ch_11_06,0x1879e,Haku,low,,R-Really?,S-Sério?,,
ch_11_06,0x187a8,Kuon,low,,Just a little further.\n,Só mais um pouquinho.\n,,
ch_11_06,0x187c1,Haku,medium,,"...She really DOES mean just a little, right?","...Ela quer dizer MESMO só um pouquinho, né?",,
ch_11_06,0x187ef,Haku,medium,,I'm starting to figure out that my sense of scale\n,Tô começando a perceber que minha noção de distância\n,,
ch_11_06,0x18823,Haku,low,,is way different from Kuon's.,é bem diferente da da Kuon.,,
ch_11_06,0x18841,Haku,medium,,Hah... haahhh... Finally... We m-made it...,Haah... haahhh... Finalmente... A gente c-conseguiu...,,
ch_11_06,0x1886d,Haku,low,,I fall to the ground as soon as we cross the\n,Desabo no chão assim que a gente cruza a\n,,
ch_11_06,0x1889c,Haku,low,,"threshold, my legs sore beyond reason.","entrada, com as pernas doloridas além da conta.",,
ch_11_06,0x188c3,Haku,high,risco:high,"I made it. You go, me. You done good.","Consegui. Isso aí, eu. Mandou bem.",,
ch_11_06,0x188e9,Haku,low,,It should be OK to praise myself for making it\n,Acho que posso me elogiar por ter chegado\n,,
ch_11_06,0x1891a,Haku,low,,"this far, right? I pushed myself the whole way...","até aqui, né? Me esforcei o caminho todo...",,
ch_11_06,0x1894c,Kuon,medium,,"Hey, you didn't push yourself too hard, right?","Ei, você não se esforçou demais, né?",,
ch_11_06,0x1897b,Haku,low,,Kuon looks over at me with concern as I sit on the\n,A Kuon me olha preocupada enquanto eu sento no\n,,
ch_11_06,0x189b0,Haku,low,,"ground, exhausted.","chão, exausto.",,
ch_11_06,0x189c3,Haku,medium,,"Huh? N-No, not at all. I'm good. Totally fine.","Hein? N-Não, que nada. Tô bem. Numa boa.",,
ch_11_06,0x189f2,Haku,low,amostra,"I stand up in a hurry, denying her accusation.","Levanto às pressas, negando a acusação dela.",,
ch_11_06,0x18a21,Haku,medium,,She's choosing these moments to sound so concerned\n,Ela escolhe esses momentos pra soar tão preocupada\n,,
ch_11_06,0x18a56,Haku,low,,"deliberately, isn't she? Makes it hard to feel good\n","de propósito, né? Fica difícil me sentir bem\n",,
ch_11_06,0x18a8c,Haku,low,,about whining.,em choramingar.,,
ch_11_06,0x18a9b,Kuon,low,,"Really? Let's keep going, then. Not much further to\n",É mesmo? Então vamos seguindo. Não falta muito pra\n,,
ch_11_06,0x18ad1,Kuon,low,,"go, promise.","chegar, prometo.",,
ch_11_06,0x18ade,Haku,medium,amostra,"With that, Kuon smiles mischievously and turns back\n","Com isso, a Kuon sorri travessa e volta\n",,
ch_11_06,0x18b14,Haku,low,,"to the path, moving onward.","pro caminho, seguindo em frente.",,
ch_11_06,0x18b30,Haku,medium,,...She isn't doing this on purpose... right?,...Ela não tá fazendo isso de propósito... né?,,
ch_11_06,0x18b5d,Haku,low,,"The road is a simple dirt one, probably common in\n","A estrada é de terra simples, provavelmente comum em\n",,
ch_11_06,0x18b91,Haku,low,,rural villages like this...,vilarejos rurais como este...,,
ch_11_06,0x18bad,Haku,low,,Patches of snow still adorn the town. It looks...\n,Restos de neve ainda enfeitam a vila. Parece...\n,,
ch_11_06,0x18be1,Haku,low,,"Not rich, honestly, but probably comfortable to\n","Não rica, sinceramente, mas provavelmente confortável de\n",,
ch_11_06,0x18c13,Haku,low,,live in. Pastoral.,se viver. Bucólica.,,
ch_11_06,0x18c26,Kuon,low,,Here we are!,Chegamos!,,
ch_11_06,0x18c33,Haku,low,,"Kuon comes to a stop at an old building, a colorful\n","A Kuon para num prédio velho, com um pano\n",,
ch_11_06,0x18c69,Haku,low,,piece of cloth hanging from its eaves.,colorido pendurado no beiral.,,
ch_11_06,0x18c90,Haku,low,,What's this place?,Que lugar é esse?,,
ch_11_06,0x18ca3,Kuon,medium,largura,An inn. Places with this mark are always inns--\n,Uma estalagem. Lugares com essa marca são sempre estalagens--\n,,
ch_11_06,0x18cd5,Kuon,low,,it'd probably be good for you to remember that.,seria bom você guardar isso.,,
ch_11_06,0x18d05,Haku,low,,She indicates the pattern on the hanging strip of\n,Ela aponta o padrão na tira de pano\n,,
ch_11_06,0x18d39,Haku,low,,fabric.,pendurada.,,
ch_11_06,0x18d41,Haku,low,,"Inside is a large, open space, lined with tables--\n","Lá dentro é um espaço amplo e aberto, cheio de mesas--\n",,
ch_11_06,0x18d76,Haku,low,,probably meant to serve as a mess hall or tavern.,provavelmente pra servir de refeitório ou taverna.,,
ch_11_06,0x18da8,Haku,low,,It's a lot more colorful in here than I thought\n,É bem mais colorido aqui dentro do que eu imaginava\n,,
ch_11_06,0x18dda,Haku,low,,it'd be...,que seria...,,
ch_11_06,0x18de5,Haku,low,,"While I glance around, Kuon makes for what looks\n","Enquanto eu olho em volta, a Kuon vai até o que parece\n",,
ch_11_06,0x18e18,Haku,low,,like a reception desk and pulls on a hanging cord.,ser uma recepção e puxa um cordão pendurado.,,
ch_11_06,0x18e4b,Haku,low,,A voice from somewhere else in the building shouts\n,Uma voz de algum outro canto do prédio grita\n,,
ch_11_06,0x18e80,Haku,medium,,"""coming!"" and soon a woman appears from another\n","""já vou!"" e logo uma mulher aparece de outro\n",,
ch_11_06,0x18eb2,Haku,low,,room.,cômodo.,,
ch_11_06,0x18eb8,rotulo,high,risco:high,Innkeeper,Estalajadeira,,
ch_11_06,0x18ec2,Estalajadeira,medium,,"Oh, Miss Kuon! Welcome back.","Ah, Senhorita Kuon! Bem-vinda de volta.",,
ch_11_06,0x18edf,Estalajadeira,medium,amostra,"I'm sorry for not coming more quickly, dear. We've\n","Desculpe não ter vindo mais rápido, querida. A gente tem\n",,
ch_11_06,0x18f14,Estalajadeira,low,,"been terribly busy, is all.","andado terrivelmente ocupada, só isso.",,
ch_11_06,0x18f30,Kuon,low,,"Please, don't worry about it. Here--these are the\n","Por favor, não se preocupe. Aqui--essas são as\n",,
ch_11_06,0x18f64,Kuon,low,,medicinal herbs you asked me to get. ,ervas medicinais que você me pediu pra trazer. ,,
ch_11_06,0x18f8a,Estalajadeira,low,,"Oh! Thank you. You're a lifesaver, you are.","Ah! Obrigada. Você é uma salvadora, isso sim.",,
ch_11_06,0x18fb6,Haku,low,,The innkeeper happily takes the pouch that Kuon\n,A estalajadeira pega contente a bolsinha que a Kuon\n,,
ch_11_06,0x18fe8,Haku,low,,"offers to her, weighing it with a scale.","oferece, pesando numa balança.",,
ch_11_06,0x19011,Estalajadeira,low,,Hmm. Looks like it comes out to about 400--but I'll\n,Hmm. Parece dar uns 400--mas vou\n,,
ch_11_06,0x19047,Estalajadeira,low,,"throw in a bonus and make it 450, for you.","jogar um bônus e fazer 450, pra você.",,
ch_11_06,0x19072,Kuon,low,,"Ah, thank you!","Ah, obrigada!",,
ch_11_06,0x19081,Estalajadeira,low,,"I should be the one thanking you, dear. Our stock\n","Eu é que devia agradecer, querida. Nosso estoque\n",,
ch_11_06,0x190b5,Estalajadeira,low,,was nearly out. You really came just in time.,tava quase no fim. Você chegou bem na hora.,,
ch_11_06,0x190e3,Kuon,low,,"Please, don't worry about it. Just hearing you say\n","Por favor, não se preocupe. Só de ouvir você dizer\n",,
ch_11_06,0x19118,Kuon,low,,that makes it all worth it.,isso já valeu a pena.,,
ch_11_06,0x19134,Estalajadeira,low,,Will you stay the night? The room we had for you\n,Vai passar a noite? O quarto que a gente teve pra você\n,,
ch_11_06,0x19167,Estalajadeira,low,,last time is available.,da última vez está livre.,,
ch_11_06,0x1917f,Kuon,low,,"That would be fi--Oh, but there's two of us this\n","Seria ótim--Ah, mas somos dois desta\n",,
ch_11_06,0x191b2,Kuon,low,,time. Is that OK?,vez. Tudo bem?,,
ch_11_06,0x191c4,Estalajadeira,low,,Two?,Dois?,,
ch_11_06,0x191c9,Kuon,medium,,"Mhm. In the same room, if that's possible.","Aham. No mesmo quarto, se for possível.",,
ch_11_06,0x191f4,Haku,low,,"The innkeeper only just then seems to notice me,\n","A estalajadeira só então parece me notar,\n",,
ch_11_06,0x19227,Haku,low,,giving me a puzzled look.,me dando um olhar confuso.,,
ch_11_06,0x19241,Haku,medium,,"Wait, what was that she just said about being in\n","Espera, o que foi isso que ela falou sobre ficar no\n",,
ch_11_06,0x19274,Haku,low,,the same room?,mesmo quarto?,,
ch_11_06,0x19283,Kuon,low,,"It's a long story. I picked him up on my way back,\n","É uma longa história. Eu o encontrei na volta,\n",,
ch_11_06,0x192b8,Kuon,low,,basically.,basicamente.,,
ch_11_06,0x192c3,Haku,medium,,"W-Wait, wait, hold on.","E-Espera, espera, calma aí.",,
ch_11_06,0x192da,Kuon,low,,Is something wrong?,Algum problema?,,
ch_11_06,0x192ee,Haku,medium,largura,Sharing a room with a guy? You sure you're OK with\n,Dividir quarto com um cara? Você tem certeza que tá de boa com\n,,
ch_11_06,0x19323,Haku,low,,that? It's not weird?,isso? Não é estranho?,,
ch_11_06,0x19339,Kuon,medium,,...Why would that be weird?,...Por que isso seria estranho?,,
ch_11_06,0x19355,Haku,low,,She's staring at me with genuine bewilderment.\n,Ela me encara com genuína perplexidade.\n,,
ch_11_06,0x19386,Haku,low,,Is it really not that big a deal?,Será que não é grande coisa mesmo?,,
ch_11_06,0x193a8,Haku,medium,,"I mean, wouldn't you prefer to be on your own,\n","Quer dizer, você não preferiria ficar sozinha,\n",,
ch_11_06,0x193d9,Haku,low,,rather than bunk with a total stranger?,em vez de dividir com um completo estranho?,,
ch_11_06,0x19401,Kuon,medium,largura,"But you aren't a total stranger. Besides, we slept\n","Mas você não é um completo estranho. Além disso, a gente dormiu\n",,
ch_11_06,0x19436,Kuon,low,,in the same tent while I was taking care of you.,na mesma barraca enquanto eu cuidava de você.,,
ch_11_06,0x19467,Kuon,low,,"So I figure, why make a big deal out of it now?",Então eu acho: por que fazer disso um drama agora?,,
ch_11_06,0x19497,Haku,medium,,"...Be that as it may, you aren't, like... worried\n","...Mesmo assim, você não tá, tipo... preocupada\n",,
ch_11_06,0x194cb,Haku,high,risco:high,"you'll be watched while changing, or molested, or...","de ser vigiada enquanto se troca, ou molestada, ou...",,
ch_11_06,0x19500,Kuon,high,risco:high,"Planning to molest me, Haku?","Pensando em me molestar, Haku?",,
ch_11_06,0x1951d,Haku,high,risco:high,"N-No, I didn't mean--Damn it, you know exactly what\n","N-Não, eu não quis--Droga, você sabe exatamente o que\n",,
ch_11_06,0x19553,Haku,low,,"I meant and you're just messing with me, aren't you?","eu quis dizer e tá só me zoando, né?",,
ch_11_06,0x19588,Kuon,medium,,Whatever could you be talking about?,Do que você poderia estar falando?,,
ch_11_06,0x195ad,Haku,low,,I knew it.,Eu sabia.,,
ch_11_06,0x195b8,Kuon,medium,,"You don't seem the vulgar type, and I doubt you'd\n","Você não parece do tipo vulgar, e duvido que fosse\n",,
ch_11_06,0x195ec,Kuon,low,,"bite the hand that fed you, so I'm not worried.","morder a mão que te alimentou, então não tô preocupada.",,
ch_11_06,0x1961c,Kuon,low,,We'll just hang up a piece of fabric or something\n,A gente só pendura um pano ou algo assim\n,,
ch_11_06,0x19650,Kuon,low,amostra,for privacy.,pra ter privacidade.,,
ch_11_06,0x1965d,Kuon,high,risco:high,Or is it that you just don't want to stay with me?,Ou é que você simplesmente não quer ficar comigo?,,
ch_11_06,0x19690,Haku,medium,,Urgh...,Argh...,,
ch_11_06,0x19698,Haku,low,,"She's just trying to blindside me, now.",Agora ela só tá tentando me pegar desprevenido.,,
ch_11_06,0x196c0,Haku,medium,,"Maybe she does trust me, but I don't have a leg to\n","Talvez ela confie em mim mesmo, mas eu não tenho como\n",,
ch_11_06,0x196f5,Haku,low,,stand on to respond to a comment like that.,responder a um comentário desses.,,
ch_11_06,0x19721,Kuon,low,,"Who do you think is paying for the room, anyway?\n","Quem você acha que tá pagando o quarto, afinal?\n",,
ch_11_06,0x19754,Kuon,low,,It'd be wasteful to pay for two.,Seria desperdício pagar por dois.,,
ch_11_06,0x19779,Kuon,low,,"Just the one room, please.","Só um quarto, por favor.",,
ch_11_06,0x19794,Estalajadeira,low,largura,"Sure thing. You must be tired, so why don't you go\n","Pode deixar. Vocês devem estar cansados, então por que não vão\n",,
ch_11_06,0x197c9,Estalajadeira,low,,take advantage of the baths? Relax for a while.,aproveitar os banhos? Relaxem um pouco.,,
ch_11_06,0x197f9,Estalajadeira,low,,"I'll put my heart into making a good meal for you,\n","Vou caprichar numa boa refeição pra vocês,\n",,
ch_11_06,0x1982e,Estalajadeira,low,,so please look forward to dinner.,então esperem ansiosos pelo jantar.,,
ch_11_06,0x19850,Kuon,high,risco:high,"We will! {W110}Before we do, though, do you have any chores\n","Vamos sim! {W110}Mas antes, você tem alguma tarefa\n",,
ch_11_06,0x1988e,Kuon,low,,around the inn you need taken care of?,na estalagem que precisa ser feita?,,
ch_11_06,0x198b5,Haku,low,,Huh?,Hein?,,
ch_11_06,0x198ba,Kuon,low,,"Any menial labor or errands you have are fine, just\n","Qualquer trabalho braçal ou recado serve, desde que\n",,
ch_11_06,0x198f0,Kuon,low,,as long as we can get them done before dark.,a gente consiga terminar antes de escurecer.,,
ch_11_06,0x1991d,Haku,medium,,Don't tell me she's going to WORK after making that\n,Não me diga que ela vai TRABALHAR depois daquela\n,,
ch_11_06,0x19953,Haku,low,,grueling hike. I don't get it. What's up with her\n,caminhada brutal. Não entendo. Que história é a\n,,
ch_11_06,0x19987,Haku,low,,stamina?,da energia dela?,,
ch_11_06,0x19990,Estalajadeira,low,,"Well, let's see... It's getting late, so there's\n","Bom, deixa ver... Está ficando tarde, então só\n",,
ch_11_06,0x199c3,Estalajadeira,low,,really only the children's chores. Will that do?,sobram mesmo as tarefas das crianças. Serve?,,
ch_11_06,0x199f4,Kuon,low,,"Yes, that would be fine.","Sim, serve perfeitamente.",,
ch_11_06,0x19a0d,Haku,medium,,But I'm already exhausted! Let me rest. Please.,Mas eu já tô exausto! Me deixa descansar. Por favor.,,
ch_11_06,0x19a3d,Haku,medium,,"Kuon speaks with the innkeeper a while longer, then\n","A Kuon conversa mais um pouco com a estalajadeira, então\n",,
ch_11_06,0x19a73,Haku,low,,"swishes her tail in my direction, smiling.","balança o rabo na minha direção, sorrindo.",,
ch_11_06,0x19a9e,Kuon,low,,"All right, then. Let's get to work.","Certo, então. Vamos trabalhar.",,
ch_11_07,0x1a6d4,Haku,low,,Kuon leads me to a squat stone building near the\n,A Kuon me leva até um prédio baixo de pedra perto da\n,,
ch_11_07,0x1a707,Haku,low,,edge of town...,saída da vila...,,
ch_11_07,0x1a717,Haku,low,,It seems to be a storehouse--multiple bags are\n,Parece ser um depósito--vários sacos estão\n,,
ch_11_07,0x1a748,Haku,low,,stacked high inside.,empilhados bem alto lá dentro.,,
ch_11_07,0x1a75d,Haku,low,,"A few lie open, seemingly full of tiny, seed-like\n","Alguns estão abertos, aparentemente cheios de pequenos\n",,
ch_11_07,0x1a791,Haku,low,tamanho,grains...,grãos parecidos com sementes...,,
ch_11_07,0x1a79b,Haku,low,,The innkeeper wants eight of these bags carried\n,A estalajadeira quer oito desses sacos levados\n,,
ch_11_07,0x1a7cd,Haku,low,,over to the mill.,até o moinho.,,
ch_11_07,0x1a7df,Haku,low,,"I see. These, huh?","Saquei. Esses aqui, né?",,
ch_11_07,0x1a7f2,Kuon,low,,That's right.,Isso mesmo.,,
ch_11_07,0x1a800,Haku,low,,"She says that like it's nothing, but each sack looks\n","Ela fala como se não fosse nada, mas cada saco parece\n",,
ch_11_07,0x1a837,Haku,low,,like it weighs a ton...,pesar uma tonelada...,,
ch_11_07,0x1a84f,Haku,low,,I'm surprised she wants to work after walking all\n,Me surpreende ela querer trabalhar depois de andar o dia\n,,
ch_11_07,0x1a883,Haku,low,amostra,day. I wouldn't be able to even if I tried.,todo. Eu não conseguiria nem se tentasse.,,
ch_11_07,0x1a8b3,Kuon,low,,Yep. Eight of these. Over to the mill.,Isso. Oito desses. Até o moinho.,,
ch_11_07,0x1a8da,Haku,medium,,"Urgh, she wants me to help her? I'm exhausted. I can\n","Argh, ela quer que eu ajude? Tô exausto. Mal\n",,
ch_11_07,0x1a911,Haku,low,,"barely move, for crying out loud.","consigo me mexer, pelo amor de Deus.",,
ch_11_07,0x1a933,Haku,medium,,"But I AM indebted to her, and it'd be bad form to\n","Mas eu DEVO a ela, e seria falta de educação\n",,
ch_11_07,0x1a967,Haku,low,,"just stand and watch... She's taking care of me,\n","só ficar parado olhando... Ela está cuidando de mim,\n",,
ch_11_07,0x1a99a,Haku,low,,after all.,afinal.,,
ch_11_07,0x1a9a5,Haku,low,,"All right, let me help you out a bit, then.","Tá bom, deixa eu te ajudar um pouco, então.",,
ch_11_07,0x1a9d1,Kuon,low,,...Huh?,...Hein?,,
ch_11_07,0x1a9d9,Haku,medium,,Kuon has an astonished look on her face. Was she not\n,A Kuon fica com uma cara de espanto. Será que ela não\n,,
ch_11_07,0x1aa10,Haku,low,,expecting me to offer to help?,esperava que eu me oferecesse pra ajudar?,,
ch_11_07,0x1aa2f,Haku,low,,"I said, let me help you out a bit.",Eu disse: deixa eu te ajudar um pouco.,,
ch_11_07,0x1aa52,Haku,low,,"Kuon just stares in amazement for a moment, then\n","A Kuon fica me encarando pasma por um instante, então\n",,
ch_11_07,0x1aa85,Haku,low,,smiles and nods.,sorri e acena.,,
ch_11_07,0x1aa96,Kuon,low,,"Mm, thanks. I appreciate it. Could you take eight\n","Hum, obrigada. Agradeço. Você pode levar oito\n",,
ch_11_07,0x1aaca,Kuon,low,,"of these bags over to the mill, then?","desses sacos até o moinho, então?",,
ch_11_07,0x1aaf0,Haku,low,,Sure. Just eight?,Claro. Só oito?,,
ch_11_07,0x1ab02,Kuon,low,,If you'd please.,Se não se importar.,,
ch_11_07,0x1ab13,Haku,low,,Eight... That's... actually quite a few.,"Oito... Isso é... bastante coisa, na real.",,
ch_11_07,0x1ab3c,Haku,low,,...Wait a sec. Eight?,...Pera um pouco. Oito?,,
ch_11_07,0x1ab52,Haku,low,,Wait... You mean all of them!?,Espera... Você quer dizer todos eles!?,,
