offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD041.DAT:10:6,AREAD041.DAT,10,6,Do you want to go down?[12][01][0C][82]Yes[01]No,34,
AREAD041.DAT:10:7,AREAD041.DAT,10,7,"Ye who wouldst walk the[01]path, seek ye first the[01]key",52,
AREAD041.DAT:10:11,AREAD041.DAT,10,11,Where do you want to go?[12][02][0C][93]Move ahead[01]Go up[01]Never mind,56,
AREAD041.DAT:10:12,AREAD041.DAT,10,12,Where do you want to go?[12][02][0C][93]Move ahead[01]Go up[01]Never mind,56,
AREAD041.DAT:10:13,AREAD041.DAT,10,13,What do you want to do?[12][03][0C][92]Go to Emperor's Tomb[01]Never mind,59,
AREAD041.DAT:10:16,AREAD041.DAT,10,16,"[10][02]Standing in front of a[01][05][02]switch[06] causes the floor to[01]light up.[02]You can push a cube forward[01]by pressing the ~ button,[02]and push it back by[01]pressing the [7F] button.[02]Line three blocks of the[01]same color up to create[01]a path.",219,
AREAD041.DAT:10:18,AREAD041.DAT,10,18,Beware the [05][02]Red Eye[06]...,25,
AREAS041.DAT:7:0,AREAS041.DAT,7,0,[0C][8A][12][82][0C][82]Yes[01]No,13,
AREAS041.DAT:7:1,AREAS041.DAT,7,1,[0C][8A][12][82][0C][82]Yes[01]No,13,
AREAS041.DAT:7:2,AREAS041.DAT,7,2,[0C][88][12][82][0C][82]Yes[01]No,13,
AREAS041.DAT:7:4,AREAS041.DAT,7,4,"""It's dangerous to travel[01]around if you're wounded.[02]Why don't you stay here and[01]rest?""[12][86][0C][93]Rest[01]Diary[01]Never mind",112,
AREAS041.DAT:7:5,AREAS041.DAT,7,5,"""Want to rest?""[12][86][0C][93]Rest[01]Diary[01]Never mind",41,
AREAS041.DAT:7:6,AREAS041.DAT,7,6,"""Want to rest?""[12][86][0C][93]Rest[01]Diary[01]Never mind",41,
AREAS041.DAT:7:7,AREAS041.DAT,7,7,"""It's hard working in this[01]business, you know?[02]Having to put up with all[01]the complaints and people[01]with no zenny...[02]Anyway, want to rest?""[12][86][0C][93]Rest[01]Diary[01]Never mind",164,
AREAS041.DAT:7:8,AREAS041.DAT,7,8,"""It's hard working in this[01]business, you know?[02]Having to put up with all[01]the complaints and people[01]with no zenny...[02]Anyway, want to rest?""[12][86][0C][93]Rest[01]Diary[01]Never mind",164,
AREAS041.DAT:7:9,AREAS041.DAT,7,9,"""This is the cleanest inn[01]in the whole village![02]Want to rest?""[12][86][0C][93]Rest[01]Diary[01]Never mind",88,
AREAS041.DAT:7:10,AREAS041.DAT,7,10,"""This is the cleanest inn[01]in the whole village![02]Want to rest?""[12][86][0C][93]Rest[01]Diary[01]Never mind",88,
AREAS041.DAT:7:11,AREAS041.DAT,7,11,"""I know all about you and[01]your friends, [04]",42,
AREAS041.DAT:7:12,AREAS041.DAT,7,12,"""I know all about you and[01]your friends, [04]",42,
AREAS041.DAT:7:13,AREAS041.DAT,7,13,"""So far, you've looked in[01][07]",28,
AREAS041.DAT:7:20,AREAS041.DAT,7,20,"""...How come I have to sit[01]here in this store selling[01]stuff, huh?[02]It's boring! I want a more[01]exciting job, with travel[01]and responsibility!""",140,
AREAS041.DAT:7:21,AREAS041.DAT,7,21,"""I had no idea there were[01]so many different kinds of[01]items!""",61,
AREAS041.DAT:7:22,AREAS041.DAT,7,22,"""The more faeries we have[01]working in here, the easier[01]it is to get rare items!""",80,
AREAS041.DAT:7:23,AREAS041.DAT,7,23,"""Thank you for coming! It's[01]nice to see you again!""",52,
AREAS041.DAT:7:24,AREAS041.DAT,7,24,"""I am sooo bored! Nothing[01]exciting ever happens[01]around here!""",62,
AREAS041.DAT:7:25,AREAS041.DAT,7,25,"""We don't have a storeroom,[01]so we keep the items in our[01]bellies![02][0B]Just kidding, silly!""",88,
AREAS041.DAT:7:26,AREAS041.DAT,7,26,"""What do we do? We're[01]buyers.""",31,
AREAS041.DAT:7:27,AREAS041.DAT,7,27,"""Sorry--I wish I could give[01]you a discount, but[01]business is business.""",71,
AREAS041.DAT:7:33,AREAS041.DAT,7,33,"""We're just your ordinary[01]weapons shop! Want to buy[01]anything?""[12][84][0C][94]Buy[01]Sell[01]Trade[01]Exit",86,
AREAS041.DAT:7:36,AREAS041.DAT,7,36,"""You know...[02]I don't really like weapons[01]much...Don't like selling[01]them, either...""",84,
AREAS041.DAT:7:37,AREAS041.DAT,7,37,"""Want to try one of our[01]weapons out? Give it a[01]practice swing?[02]W-wait...Why are you[01]looking at me like that!?""",111,
AREAS041.DAT:7:38,AREAS041.DAT,7,38,"""The more faeries we have[01]working in here, the easier[01]it is to get good weapons!""",82,
AREAS041.DAT:7:39,AREAS041.DAT,7,39,"""Thanks for shopping here![01]Come again soon!""",45,
AREAS041.DAT:7:40,AREAS041.DAT,7,40,"""It's my job to sharpen the[01]swords and stuff.[02]There's nothing like a[01]nice, shiny, just-sharpened[01]sword![02]Makes me want to try[01]it out, you know...""",146,
AREAS041.DAT:7:41,AREAS041.DAT,7,41,"""I saw a guy in a circus[01]swallow swords once...Can[01]you do that?""",65,
AREAS041.DAT:7:42,AREAS041.DAT,7,42,"""There's something scary[01]about people who collect[01]weapons, you know...""",72,
AREAS041.DAT:7:43,AREAS041.DAT,7,43,"""Wow! You're back again?[01]It's so good to see you[01]again!""",57,
AREAS041.DAT:7:44,AREAS041.DAT,7,44,"""If you want, I'll go out[01]and look for all sorts of[01]items for you![02]Do you want me to go out on[01]a search?""[12][82][0C][82]Yes[01]No",116,
AREAS041.DAT:7:45,AREAS041.DAT,7,45,"""If you want, I'll go out[01]and look for all sorts of[01]items for you![02]Do you want me to go out on[01]a search?""[12][82][0C][82]Yes[01]No",116,
AREAS041.DAT:7:46,AREAS041.DAT,7,46,"""If you want, I'll go out[01]and look for all sorts of[01]items for you![02]Do you want me to go out on[01]a search?""[12][82][0C][82]Yes[01]No",116,
AREAS041.DAT:7:47,AREAS041.DAT,7,47,"""If you want, I'll go out[01]and look for all sorts of[01]items for you![02]Do you want me to go out on[01]a search?""[12][82][0C][82]Yes[01]No",116,
AREAS041.DAT:7:48,AREAS041.DAT,7,48,"""If you want, I'll go out[01]and look for all sorts of[01]items for you![02]Do you want me to go out on[01]a search?""[12][82][0C][82]Yes[01]No",116,
AREAS041.DAT:7:49,AREAS041.DAT,7,49,"""If you want, I'll go out[01]and bring back anything I[01]find.[02]Want me to go out on a[01]search?""[12][82][0C][82]Yes[01]No",100,
AREAS041.DAT:7:50,AREAS041.DAT,7,50,"""If you want, I can go out[01]and pick up some items for[01]you.[02]Want me to go out on a[01]search?""[12][82][0C][82]Yes[01]No",101,
AREAS041.DAT:7:51,AREAS041.DAT,7,51,"""I just love to go out and[01]travel! If I find anything,[02]I'll bring it back for you.[01]Want me to go on a search?""[12][82][0C][82]Yes[01]No",121,
AREAS041.DAT:7:52,AREAS041.DAT,7,52,"""Where should I go?""",21,
AREAS041.DAT:7:54,AREAS041.DAT,7,54,"""All right, I'm off! See[01]you when I get back!""",47,
AREAS041.DAT:7:55,AREAS041.DAT,7,55,"""Well, see you later then.""",28,
AREAS041.DAT:7:56,AREAS041.DAT,7,56,"""I'll try and find the best[01]things I can![02]Or do you not want me to go[01]now?""[12][82][0C][93]Change destination[01]Cancel search[01]Don't cancel search",132,
AREAS041.DAT:7:57,AREAS041.DAT,7,57,"""I'll try and find the best[01]things I can![02]Or do you not want me to go[01]now?""[12][82][0C][93]Change destination[01]Cancel search[01]Don't cancel search",132,
AREAS041.DAT:7:58,AREAS041.DAT,7,58,"""It's kind of scary, going[01]on a trip to a faraway[01]place...[02]Do you want to cancel the[01]search?""[12][82][0C][93]Change destination[01]Cancel search[01]Don't cancel search",150,
AREAS041.DAT:7:59,AREAS041.DAT,7,59,"""If I die, it's your fault![02]Can I just stay here and[01]not go out on a search?""[12][82][0C][93]Change destination[01]Cancel search[01]Don't cancel search",134,
AREAS041.DAT:7:60,AREAS041.DAT,7,60,"""I'm busy packing, getting[01]ready to go out on my[01]search.[02]That is, unless you don't[01]want me to go anymore?""[12][82][0C][93]Change destination[01]Cancel search[01]Don't cancel search",163,
AREAS041.DAT:7:61,AREAS041.DAT,7,61,"""All right, then, I won't[01]go!""",31,
AREAS041.DAT:7:62,AREAS041.DAT,7,62,Dif.5  Desert,14,
AREAS041.DAT:7:63,AREAS041.DAT,7,63,Dif.5  Desert,14,
AREAS041.DAT:7:64,AREAS041.DAT,7,64,Dif.5  Desert,14,
AREAS041.DAT:7:65,AREAS041.DAT,7,65,Dif.1  Wyndia,14,
AREAS041.DAT:7:66,AREAS041.DAT,7,66,Dif.2  Ludia,13,
AREAS041.DAT:7:67,AREAS041.DAT,7,67,Dif.2  Astan,13,
AREAS041.DAT:7:68,AREAS041.DAT,7,68,Dif.5  Zhinga Mts.,19,
AREAS041.DAT:7:69,AREAS041.DAT,7,69,Dif.1  Gold Plains,19,
AREAS041.DAT:7:70,AREAS041.DAT,7,70,Dif.5  Highlands,17,
AREAS041.DAT:7:71,AREAS041.DAT,7,71,Dif.3  S. Hesperia,19,
AREAS041.DAT:7:72,AREAS041.DAT,7,72,Dif.2  Shikk,13,
AREAS041.DAT:7:73,AREAS041.DAT,7,73,Dif.4  Salt Sea,16,
AREAS041.DAT:7:74,AREAS041.DAT,7,74,Dif.4 N. Islands,17,
AREAS041.DAT:7:75,AREAS041.DAT,7,75,Dif.3  Paedra,14,
AREAS041.DAT:7:76,AREAS041.DAT,7,76,Dif.3  C. Hesperia,19,
AREAS041.DAT:7:77,AREAS041.DAT,7,77,"""I almost got killed[01]bringing that back here.[01]I hope you're happy!""",68,
AREAS041.DAT:7:78,AREAS041.DAT,7,78,"""I almost got killed[01]bringing that back here.[01]I hope you're happy!""",68,
AREAS041.DAT:7:79,AREAS041.DAT,7,79,"""I almost got killed[01]bringing that back here.[01]I hope you're happy!""",68,
AREAS041.DAT:7:80,AREAS041.DAT,7,80,"""I almost got killed[01]bringing that back here.[01]I hope you're happy!""",68,
AREAS041.DAT:7:81,AREAS041.DAT,7,81,"""I'm just glad I got back[01]here in one piece!""",46,
AREAS041.DAT:7:82,AREAS041.DAT,7,82,"""I brought you back[01]something real nice!""",42,
AREAS041.DAT:7:83,AREAS041.DAT,7,83,"""I did my best for you,[01][04]",26,
AREAS041.DAT:7:87,AREAS041.DAT,7,87,"""We buy and sell [09]#",20,
AREAS041.DAT:7:88,AREAS041.DAT,7,88,"""We buy and sell [09]#",20,
AREAS041.DAT:7:89,AREAS041.DAT,7,89,"""We buy and sell [09]#",20,
AREAS041.DAT:7:90,AREAS041.DAT,7,90,"""We buy and sell [09]#",20,
AREAS041.DAT:7:91,AREAS041.DAT,7,91,"""We buy and sell [09]#",20,
AREAS041.DAT:7:92,AREAS041.DAT,7,92,"""How much [09]#",13,
AREAS041.DAT:7:93,AREAS041.DAT,7,93,"""How much [09]#",13,
AREAS041.DAT:7:94,AREAS041.DAT,7,94,"""How much [09]#",13,
AREAS041.DAT:7:95,AREAS041.DAT,7,95,"""You want [07]",12,
AREAS041.DAT:7:96,AREAS041.DAT,7,96,"""How much [09]#",13,
AREAS041.DAT:7:97,AREAS041.DAT,7,97,"""You're selling [07]",18,
AREAS041.DAT:7:98,AREAS041.DAT,7,98,"""You don't have enough zenny!""",31,
AREAS041.DAT:7:99,AREAS041.DAT,7,99,"""You can't carry any more [09]#",29,
AREAS041.DAT:7:100,AREAS041.DAT,7,100,"""You don't have any [09]#",23,
AREAS041.DAT:7:106,AREAS041.DAT,7,106,"""Thanks!""",10,
AREAS041.DAT:7:107,AREAS041.DAT,7,107,"""I just know prices are[01]going to go up soon! I can[01]feel it!""",61,
AREAS041.DAT:7:108,AREAS041.DAT,7,108,"""I just know prices are[01]going to go up soon! I can[01]feel it!""",61,
AREAS041.DAT:7:109,AREAS041.DAT,7,109,"""I just know prices are[01]going to go up soon! I can[01]feel it!""",61,
AREAS041.DAT:7:110,AREAS041.DAT,7,110,"""I just know prices are[01]going to go up soon! I can[01]feel it!""",61,
AREAS041.DAT:7:111,AREAS041.DAT,7,111,"""I just know prices are[01]going to go up soon! I can[01]feel it!""",61,
AREAS041.DAT:7:112,AREAS041.DAT,7,112,"""It looks like prices are[01]going to go up.""",43,
AREAS041.DAT:7:113,AREAS041.DAT,7,113,"""Things are staying about[01]the same right now.""",47,
AREAS041.DAT:7:114,AREAS041.DAT,7,114,"""Looks like prices could[01]drop any time now.""",45,
AREAS041.DAT:7:115,AREAS041.DAT,7,115,"""It's not looking[01]too good...""",31,
AREAS041.DAT:7:116,AREAS041.DAT,7,116,"""I'd buy now if I were[01]you.""",29,
AREAS041.DAT:7:117,AREAS041.DAT,7,117,"""I'd sell now if I were[01]you.""",30,
AREAS041.DAT:7:118,AREAS041.DAT,7,118,"""Do you want to trade the[01][09]#",29,
AREAS041.DAT:7:119,AREAS041.DAT,7,119,"""Do you want to trade the[01][09]#",29,
AREAS041.DAT:7:120,AREAS041.DAT,7,120,"""Do you want to trade the[01][09]#",29,
AREAS041.DAT:7:121,AREAS041.DAT,7,121,"""Do you want to trade the[01][09]#",29,
AREAS041.DAT:7:122,AREAS041.DAT,7,122,"""Do you want to trade the[01][09]#",29,
AREAS041.DAT:7:123,AREAS041.DAT,7,123,"""Hi there! Do you want to[01]buy some insurance?[02]You never know when it'll[01]come in handy! Interested?""[12][82][0C][82]Yes[01]No",110,
AREAS041.DAT:7:124,AREAS041.DAT,7,124,"""Hi there! Do you want to[01]buy some insurance?[02]You never know when it'll[01]come in handy! Interested?""[12][82][0C][82]Yes[01]No",110,
AREAS041.DAT:7:125,AREAS041.DAT,7,125,"""Hi there! Do you want to[01]buy some insurance?[02]You never know when it'll[01]come in handy! Interested?""[12][82][0C][82]Yes[01]No",110,
AREAS041.DAT:7:126,AREAS041.DAT,7,126,"""Hi there! Do you want to[01]buy some insurance?[02]You never know when it'll[01]come in handy! Interested?""[12][82][0C][82]Yes[01]No",110,
AREAS041.DAT:7:127,AREAS041.DAT,7,127,"""Hi there! Do you want to[01]buy some insurance?[02]You never know when it'll[01]come in handy! Interested?""[12][82][0C][82]Yes[01]No",110,
AREAS041.DAT:7:128,AREAS041.DAT,7,128,"""Hi there! Do you want to[01]buy some insurance?[02]You never know when it'll[01]come in handy! Interested?""[12][82][0C][82]Yes[01]No",110,
AREAS041.DAT:7:129,AREAS041.DAT,7,129,"""Hi there! Do you want to[01]buy some insurance?[02]You never know when it'll[01]come in handy! Interested?""[12][82][0C][82]Yes[01]No",110,
AREAS041.DAT:7:130,AREAS041.DAT,7,130,"""Hi! If you buy some[01]insurance, I'll give you a[01]free gift! Well?""[12][82][0C][82]OK[01]Sorry",78,
AREAS041.DAT:7:131,AREAS041.DAT,7,131,"""Hi! If you buy some[01]insurance, I'll give you a[01]free gift! Well?[12][82][0C][82]OK[01]Sorry",77,
AREAS041.DAT:7:132,AREAS041.DAT,7,132,"""Please don't die, [04]",21,
AREAS041.DAT:7:133,AREAS041.DAT,7,133,"""You be careful and be sure[01]to take care of yourself.[02][0B]Why? Because if you don't[01]we're the ones who have to[01]pay the insurance bills!""",134,
AREAS041.DAT:7:134,AREAS041.DAT,7,134,"""We're ready whenever you[01]need us. We'll take care of[01]you, [04]",61,
AREAS041.DAT:7:135,AREAS041.DAT,7,135,"""Better safe than sorry,[01]right?[02]We'll be there if you[01]need us, [04]",65,
AREAS041.DAT:7:136,AREAS041.DAT,7,136,"""We're nowhere near this[01]month's target! We need to[01]sell more insurance!""",74,
AREAS041.DAT:7:137,AREAS041.DAT,7,137,"""It's a really good idea to[01]have some insurance. I'd[01]buy some if I were you.""",78,
AREAS041.DAT:7:138,AREAS041.DAT,7,138,"""An ounce of prevention is[01]worth a pound of cure![02]Get some insurance--it's[01]for your own good as well[01]as ours!""",111,
AREAS041.DAT:7:139,AREAS041.DAT,7,139,"""You don't need any[01]insurance! I'll protect you[01]myself![02][0B]...But if I did that, it[01]would make everyone jealous[01]and they'd pick on me...[02]Maybe you should get some[01]insurance after all.""",183,
AREAS041.DAT:7:140,AREAS041.DAT,7,140,"""Do you want to add a[01]premium?""[12][82][0C][82]Yes[01]No",42,
AREAS041.DAT:7:141,AREAS041.DAT,7,141,"""Thank you! I bet you feel[01]a lot better knowing that[01]you've got insurance!""",76,
AREAS041.DAT:7:142,AREAS041.DAT,7,142,"""Hi there! Your insurance[01]coverage has expired.""",49,
AREAS041.DAT:7:143,AREAS041.DAT,7,143,"""If you've got insurance,[01]you can come back when[01]you're defeated in battle![02]However, [05][02]8%[06] of the zenny[01]you get in combat is[01]automatically deducted.[02]Do you want to buy some[01]insurance?""[12][82][0C][82]Yes[01]No",195,
AREAS041.DAT:7:144,AREAS041.DAT,7,144,"""Once you get insurance,[01]you can't terminate the[01]contract--[02]you have to wait until it[01]expires. Do you still want[01]to buy insurance?""[12][82][0C][82]Yes[01]No",142,
AREAS041.DAT:7:145,AREAS041.DAT,7,145,"""OK, then, it's your loss.""",28,
AREAS041.DAT:7:146,AREAS041.DAT,7,146,"""What about a premium? Do[01]you want to add a premium?""[12][82][0C][82]Yes[01]No",64,
AREAS041.DAT:7:149,AREAS041.DAT,7,149,"""Do you want to continue[01]your insurance policy?[02]If you don't want to,[01]you'll get some of your[01]zenny back.[02]Do you want to cancel[01]your policy?""[12][82][0C][02]Yes[01]No",152,
AREAS041.DAT:7:150,AREAS041.DAT,7,150,"""Are you sure you want to[01]cancel your policy?""[12][82][0C][82]Yes[01]No",57,
AREAS041.DAT:7:151,AREAS041.DAT,7,151,"""Are you sure you want to[01]continue your policy?""[12][82][0C][82]Yes[01]No",59,
AREAS041.DAT:7:152,AREAS041.DAT,7,152,"""All right, then, we'll[01]give you back the zenny you[01]paid up until now, OK?""",76,
AREAS041.DAT:7:153,AREAS041.DAT,7,153,"""Thanks! As a present,[01]here's some of your down[01]payment back and an item!""",75,
AREAS041.DAT:7:154,AREAS041.DAT,7,154,"""Thanks again.""",16,
AREAS041.DAT:7:155,AREAS041.DAT,7,155,"""Which premium do you want[01]to renew?""",38,
AREAS041.DAT:7:156,AREAS041.DAT,7,156,"""Which premium do you want[01]to renew?""",38,
AREAS041.DAT:7:157,AREAS041.DAT,7,157,"""Which premium do you want[01]to renew?""",38,
AREAS041.DAT:7:158,AREAS041.DAT,7,158,"""You can't add any more[01]premiums!""",35,
AREAS041.DAT:7:159,AREAS041.DAT,7,159,"""Do you want to listen to[01]our music?""[12][82][0C][82]Yes[01]No",48,
AREAS041.DAT:7:160,AREAS041.DAT,7,160,"""Do you want to listen to[01]our music?""[12][82][0C][82]Yes[01]No",48,
AREAS041.DAT:7:161,AREAS041.DAT,7,161,"""Do you want to listen to[01]our music?""[12][82][0C][82]Yes[01]No",48,
AREAS041.DAT:7:162,AREAS041.DAT,7,162,"""We went to a lot of[01]trouble to make some music.[02]You'd better listen to[01]it.[01]Well?""[12][82][0C][82]Yes[01]No",93,
AREAS041.DAT:7:163,AREAS041.DAT,7,163,"""You'll listen to the[01]music we wrote, won't you?""[12][82][0C][82]Yes[01]No",60,
AREAS041.DAT:7:164,AREAS041.DAT,7,164,"""Do you want to listen to[01]our singing?""[12][82][0C][82]Yes[01]No",50,
AREAS041.DAT:7:165,AREAS041.DAT,7,165,"""Do you want to listen to[01]our singing?""[12][82][0C][82]Yes[01]No",50,
AREAS041.DAT:7:166,AREAS041.DAT,7,166,"""Hey! You want to listen to[01]our songs, don't you?""[12][82][0C][82]Yes[01]No",61,
AREAS041.DAT:7:167,AREAS041.DAT,7,167,"""You want to listen to our[01]songs, right?""[12][82][0C][82]Yes[01]No",52,
AREAS041.DAT:7:168,AREAS041.DAT,7,168,"""If you don't listen to our[01]music, we'll tell people[01]bad things about you!""",76,
AREAS041.DAT:7:169,AREAS041.DAT,7,169,"""What do you mean how come[01]I'm not doing anything?[02]I'm part of the chorus!""",76,
AREAS041.DAT:7:170,AREAS041.DAT,7,170,"""dooooo[0B]reeeey[0B]meeeeee[0B][02]Whew! Boy, these scales[01]sure are a lot of work!""",73,
AREAS041.DAT:7:171,AREAS041.DAT,7,171,"""The only audience we need[01]for our songs is you,[01][04]",51,
AREAS041.DAT:7:172,AREAS041.DAT,7,172,"""Will you look at our[01]paintings?""[12][82][0C][82]Yes[01]No",44,
AREAS041.DAT:7:173,AREAS041.DAT,7,173,"""Will you look at our[01]paintings?""[12][82][0C][82]Yes[01]No",44,
AREAS041.DAT:7:174,AREAS041.DAT,7,174,"""Will you look at our[01]paintings?""[12][82][0C][82]Yes[01]No",44,
AREAS041.DAT:7:175,AREAS041.DAT,7,175,"""Will you look at our[01]paintings?""[12][82][0C][82]Yes[01]No",44,
AREAS041.DAT:7:176,AREAS041.DAT,7,176,"""Will you look at our[01]paintings?""[12][82][0C][82]Yes[01]No",44,
AREAS041.DAT:7:177,AREAS041.DAT,7,177,"""Will you look at our[01]paintings?""[12][82][0C][82]Yes[01]No",44,
AREAS041.DAT:7:178,AREAS041.DAT,7,178,"""You'll look at our[01]paintings, won't you?""[12][82][0C][82]Yes[01]No",53,
AREAS041.DAT:7:179,AREAS041.DAT,7,179,"""You look like someone who[01]wants to see some art.[01]Am I right?""[12][82][0C][82]Yes[01]No",73,
AREAS041.DAT:7:180,AREAS041.DAT,7,180,"""It's a hard life you know,[01]being an artist. Nobody[01]understands us.""",69,
AREAS041.DAT:7:181,AREAS041.DAT,7,181,"""It's a hard life you know,[01]being an artist. Nobody[01]understands us.""",69,
AREAS041.DAT:7:182,AREAS041.DAT,7,182,"""Looking at [04]",14,
AREAS041.DAT:7:183,AREAS041.DAT,7,183,"""Looking at [04]",14,
AREAS041.DAT:7:184,AREAS041.DAT,7,184,"""I'm in kind of a slump[01]right now--don't talk to[01]me, OK?""",58,
AREAS041.DAT:7:185,AREAS041.DAT,7,185,"""I'm in kind of a slump[01]right now--don't talk to[01]me, OK?""",58,
AREAS041.DAT:7:186,AREAS041.DAT,7,186,"""I feel like I'm finally[01]beginning to understand[01]art.[02]I knew I would--it was[01]just a matter of time!""",101,
AREAS041.DAT:7:187,AREAS041.DAT,7,187,"""Thanks for all your[01]support. I'm dedicating my[01]next work to you!""",67,
AREAS041.DAT:7:198,AREAS041.DAT,7,198,Recover with a Vitamin.[01][05][02]1%[06] is deducted from zenny earned.,61,
AREAS041.DAT:7:199,AREAS041.DAT,7,199,Recover and automatically Retreat.[01][05][02]2%[06] is deducted from zenny earned.,72,
AREAS041.DAT:7:200,AREAS041.DAT,7,200,Recover with all AP restored.[01][05][02]3%[06] is deducted from zenny earned.,67,
AREAS041.DAT:7:201,AREAS041.DAT,7,201,Recover with dragons restored.[01][05][02]3%[06] is deducted from zenny earned.,68,
AREAS041.DAT:7:202,AREAS041.DAT,7,202,You got:[01]Insurance Contract 1!,31,
AREAS041.DAT:7:203,AREAS041.DAT,7,203,You got:[01]Insurance Contract 2!,31,
AREAS041.DAT:7:204,AREAS041.DAT,7,204,You got:[01]Insurance Contract 3!,31,
AREAS041.DAT:7:205,AREAS041.DAT,7,205,You got:[01]Insurance Contract 4!,31,
AREAS041.DAT:7:206,AREAS041.DAT,7,206,You got:[01]Insurance Contract 5!,31,
AREAS041.DAT:7:207,AREAS041.DAT,7,207,You got:[01]Insurance Contract 6!,31,
AREAS041.DAT:7:208,AREAS041.DAT,7,208,You got:[01]Insurance Contract 7!,31,
AREAS041.DAT:7:209,AREAS041.DAT,7,209,You got:[01]Insurance Contract 8!,31,
AREAS041.DAT:7:210,AREAS041.DAT,7,210,"""Starlight Run""",16,
AREAS041.DAT:7:211,AREAS041.DAT,7,211,"""Walkabout""",12,
AREAS041.DAT:7:212,AREAS041.DAT,7,212,"""By The Numbers""",17,
AREAS041.DAT:7:213,AREAS041.DAT,7,213,"""Bringing Home A Win""",22,
AREAS041.DAT:7:214,AREAS041.DAT,7,214,"""Slow Tension""",15,
AREAS041.DAT:7:215,AREAS041.DAT,7,215,"""Endings and Beginnings""",25,
AREAS041.DAT:7:216,AREAS041.DAT,7,216,"""Trouble Ahead""",16,
AREAS041.DAT:7:217,AREAS041.DAT,7,217,"""Ephemeral""",12,
AREAS041.DAT:7:218,AREAS041.DAT,7,218,"""The First Emperor""",20,
AREAS041.DAT:7:219,AREAS041.DAT,7,219,"""Fighters""",11,
AREAS041.DAT:7:220,AREAS041.DAT,7,220,"""Take The Money And Run""",25,
AREAS041.DAT:7:221,AREAS041.DAT,7,221,"""Battling Gods""",16,
AREAS041.DAT:7:222,AREAS041.DAT,7,222,"""Desert Town""",14,
AREAS041.DAT:7:223,AREAS041.DAT,7,223,"""Round And Round""",18,
AREAS041.DAT:7:224,AREAS041.DAT,7,224,"""Under Pressure""",17,
AREAS041.DAT:7:225,AREAS041.DAT,7,225,"""Bastard Sword""",16,
AREAS041.DAT:7:226,AREAS041.DAT,7,226,"""Another Working Day""",22,
AREAS041.DAT:7:227,AREAS041.DAT,7,227,"""All Mixed Up""",15,
AREAS041.DAT:7:228,AREAS041.DAT,7,228,"""Poisoned Air""",15,
AREAS041.DAT:7:229,AREAS041.DAT,7,229,"""Truth And Fiction""",20,
AREAS041.DAT:7:230,AREAS041.DAT,7,230,"""Watch Your Step""",18,
AREAS041.DAT:7:231,AREAS041.DAT,7,231,"""Darkness""",11,
AREAS041.DAT:7:232,AREAS041.DAT,7,232,"""Traveling Merchant""",21,
AREAS041.DAT:7:233,AREAS041.DAT,7,233,"""Macho Man""",12,
AREAS041.DAT:7:234,AREAS041.DAT,7,234,"""The Sound Of Money""",21,
AREAS041.DAT:7:235,AREAS041.DAT,7,235,"""Brave Heart""",14,
AREAS041.DAT:7:236,AREAS041.DAT,7,236,"""Requiem""",10,
AREAS041.DAT:7:237,AREAS041.DAT,7,237,"""Shepards""",11,
AREAS041.DAT:7:238,AREAS041.DAT,7,238,"""Free Fall""",12,
AREAS041.DAT:7:239,AREAS041.DAT,7,239,"""Neverending Rain""",19,
AREAS041.DAT:7:240,AREAS041.DAT,7,240,"""Tree Spirits""",15,
AREAS041.DAT:7:241,AREAS041.DAT,7,241,"""Song Of The Plains""",21,
AREAS041.DAT:7:242,AREAS041.DAT,7,242,"""Thousand Winds""",17,
AREAS041.DAT:7:243,AREAS041.DAT,7,243,"""Seeing Is Believing""",22,
AREAS041.DAT:7:244,AREAS041.DAT,7,244,"""A Distant Land""",17,
AREAS041.DAT:7:245,AREAS041.DAT,7,245,"""Hills And Streams""",20,
AREAS041.DAT:7:246,AREAS041.DAT,7,246,"""The Sun And The Moon""",23,
AREAS041.DAT:7:247,AREAS041.DAT,7,247,"""1-2-3 1-2-3""",14,
AREAS041.DAT:7:249,AREAS041.DAT,7,249,"""Today's Catch""",16,
AREAS041.DAT:7:250,AREAS041.DAT,7,250,"""A Whopper Of A Tale""",22,
AREAS041.DAT:7:251,AREAS041.DAT,7,251,"""Faeries""",10,
AREAS041.DAT:7:252,AREAS041.DAT,7,252,"""Game Over""",12,
AREAS041.DAT:7:253,AREAS041.DAT,7,253,"""Prayer""",9,
AREAS041.DAT:7:254,AREAS041.DAT,7,254,"""Unwavering Courage""",21,
AREAS041.DAT:7:255,AREAS041.DAT,7,255,"""The Curse""",12,
AREAS041.DAT:7:256,AREAS041.DAT,7,256,"""Turismo""",10,
AREAS041.DAT:7:257,AREAS041.DAT,7,257,"""Replay""",9,
AREAS041.DAT:7:258,AREAS041.DAT,7,258,"""Seagulls""",11,
AREAS041.DAT:7:259,AREAS041.DAT,7,259,"""Sailing The Seven Seas""",25,
AREAS041.DAT:7:260,AREAS041.DAT,7,260,"""Pabupabu, Pukapuka""",21,
AREAS041.DAT:7:261,AREAS041.DAT,7,261,"""For The Princess""",19,
AREAS041.DAT:7:262,AREAS041.DAT,7,262,"""Divine Danger""",16,
AREAS041.DAT:7:263,AREAS041.DAT,7,263,"""Emperor Rampant""",18,
