term,category,target_translation,handling_rule,spoiler_level,aliases,notes,updated_date
Final Break,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Racha a terra em potencia maxima para envolver os inimigos em chamas."" Ver termo Art.",2026-08-23
Final Break II,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""O poder destrutivo aumentado desencadeia uma explosao ainda mais feroz."" Ver termo Art.",2026-08-23
Dragon Dive,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Salta ao ceu e mergulha num ataque flamejante."" Ver termo Art.",2026-08-23
Smoke Cannon,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Dispara uma bomba de fumaca contra o inimigo."" Ver termo Art.",2026-08-23
Smoke Cannon II,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Dispara uma bomba de fumaca soporifera contra o inimigo."" Ver termo Art.",2026-08-23
Vital Cannon,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Dispara uma municao restauradora que cura os aliados no alcance."" Ver termo Art.",2026-08-23
Vital Cannon Σ,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Dispara uma municao restauradora potente que cura os aliados no alcance."" Ver termo Art.",2026-08-23
Jamming Ray,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Equipa acessorios personalizados para disparar um laser de alta densidade."" Ver termo Art.",2026-08-23
Jamming Ray II,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Otimiza a eficiencia energetica para disparar lasers de densidade ainda maior."" Ver termo Art.",2026-08-23
Cannon Impulse,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Dispara uma saraivada de balas com a arma imperial multicano do Professor Russell."" Ver termo Art.",2026-08-23
Cannon Impulse II,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Extensivamente modificada para um aumento dramatico de poder de fogo."" Ver termo Art.",2026-08-23
Satellite Beam,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Dispara um poderoso feixe de um satelite artificial nas alturas."" Ver termo Art.",2026-08-23
Taunt,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Atrai a atencao do inimigo e o faz baixar a guarda."" Ver termo Art.",2026-08-23
True Heralding Fist,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Desfere um golpe perfeito que nao deixa brechas."" Ver termo Art.",2026-08-23
Composure,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Restaura vida ao atingir um determinado ponto de pressao."" Ver termo Art.",2026-08-23
True Composure,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Restaura ainda mais vida ao atingir um determinado ponto de pressao."" Ver termo Art.",2026-08-23
Distend,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Desperta o espirito do usuario atraves das tecnicas de respiracao da Escola Taito."" Ver termo Art.",2026-08-23
True Distend,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Desperta o espirito do usuario atraves de tecnicas de respiracao disciplinadas."" Ver termo Art.",2026-08-23
Disable,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Uma sequencia de chutes impressionante em que cada golpe flui para o proximo."" Ver termo Art.",2026-08-23
True Disable,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Cada chute desfere um poder destrutivo imenso contra o inimigo."" Ver termo Art.",2026-08-23
Thunder Rift,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Golpeia o chao com forca trovejante para eliminar os inimigos proximos."" Ver termo Art.",2026-08-23
Aural Blast,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Libera uma explosao de qi de ambas as palmas, atingindo os inimigos proximos."" Ver termo Art.",2026-08-23
True Aural Blast,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Um golpe de palma explosivo que varre todos os inimigos em seu caminho."" Ver termo Art.",2026-08-23
Wrath of Genbu,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Canaliza o poder da terra e reduz os inimigos a po."" Ver termo Art.",2026-08-23
Stampede,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Dispara ambas as pistolas em rapida sucessao, ignorando o recuo."" Ver termo Art.",2026-08-23
Stampede II,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Mira nos pontos vitais do inimigo com uma poderosa saraivada de duas pistolas."" Ver termo Art.",2026-08-23
Anchor Drain,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Drena a forca do inimigo com uma arma de fogo especialmente projetada."" Ver termo Art.",2026-08-23
Orbal Bomb,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Chove granadas sobre o inimigo e as detona no ar."" Ver termo Art.",2026-08-23
Bobcat,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Invoca o Bobcat usando um sinalizador e um laco fraterno inquebravel."" Ver termo Art.",2026-08-23
Crossgear Rage,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Corta com uma lamina oculta e depois dispara uma flecha em rapida sucessao."" Ver termo Art.",2026-08-23
Sacrifice Arrow,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Aumenta o potencial latente de um aliado ao custo de CP."" Ver termo Art.",2026-08-23
Sacred Breath,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Reza ao emblema do Graal por vitalidade e sorte."" Ver termo Art.",2026-08-23
Sacred Breath II,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Reza ao emblema do Graal por vitalidade e sorte ainda maiores."" Ver termo Art.",2026-08-23
Grail Sphere,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Empunha o emblema do Graal para obter a protecao abencoada de Aidios."" Ver termo Art.",2026-08-23
Eight-Leaf Blitz,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Gasta toda a forca e retalha o inimigo."" Ver termo Art.",2026-08-23
Swordwind Slash,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Desfere um golpe relampago que cria um vacuo, retalhando o inimigo."" Ver termo Art.",2026-08-23
Fallen Leaves,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Chuta o inimigo para o alto e o segue com um golpe descendente pesado."" Ver termo Art.",2026-08-23
Petal Dance,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Traca uma array giratoria de petalas que desperta o espirito de luta."" Ver termo Art.",2026-08-23
Piercing Wave,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Respira, se concentra e libera um corte brilhante."" Ver termo Art.",2026-08-23
True Piercing Wave,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Respira, se concentra e libera um corte brilhante em forma de cruz."" Ver termo Art.",2026-08-23
Lanzenreiter,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Executa um combo perfeito que rompe o impeto do inimigo."" Ver termo Art.",2026-08-23
Mirageberg,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Defende-se com um escudo ilusorio que anula todos os ataques."" Ver termo Art.",2026-08-23
Mirageberg II,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Envolve o corpo numa armadura ilusoria que anula todos os ataques."" Ver termo Art.",2026-08-23
Attack Orders,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Emite um comando resoluto que eleva o moral dos aliados."" Ver termo Art.",2026-08-23
Kämpfer γ,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Uma emboscada elegante, porem feroz, de Sieg."" Ver termo Art.",2026-08-23
Trinity Kleis,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Um triangulo tracado pela lamina forma um pilar de luz que atinge os inimigos."" Ver termo Art.",2026-08-23
Hound Gale,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Desfere um corte triplo impulsionado por um espirito de batalha crescente."" Ver termo Art.",2026-08-23
Blade Dancer,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Domina o inimigo com um ataque de espada selvagem e extremamente rapido."" Ver termo Art.",2026-08-23
Mirage Edge,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Arremessa uma adaga seladora que atrapalha as acoes do inimigo."" Ver termo Art.",2026-08-23
Ragna Bind,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Prende um inimigo com um raio e depois o corta em dois."" Ver termo Art.",2026-08-23
Ragna Bind II,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Prende um inimigo com um raio e depois o parte brutalmente em dois."" Ver termo Art.",2026-08-23
Righteous Witness,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Coloca tudo num golpe que lanca os inimigos ao vazio."" Ver termo Art.",2026-08-23
Fangshu: Crested Waves,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Uma tecnica que canaliza qi para recuperar HP."" Ver termo Art.",2026-08-23
Fangshu: Impervious Steel,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Uma tecnica que canaliza qi para endurecer o corpo como aco."" Ver termo Art.",2026-08-23
Fangshu: Second Bloom,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Uma tecnica que canaliza qi para estimular a vitalidade."" Ver termo Art.",2026-08-23
Fangshu: Infinite Illusion,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Invoca uma lanca espectral e perfura o ponto vital do inimigo."" Ver termo Art.",2026-08-23
Piercing Rain,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Desfere estocadas rapidas com imagens residuais a esteira, como um verdadeiro mestre."" Ver termo Art.",2026-08-23
Thunder God's Descent,Mecânica,,manter_original,none,,"Nome de Craft/S-Craft (tecnica de combate) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Descricao original traduzida para referencia: ""Espeta os inimigos com uma lanca de raios, seguida por um raio."" Ver termo Art.",2026-08-23
First Aid,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
First Aid EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Supreme First Aid,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Resurgence,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Resurgence EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Supreme Resurgence,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Dauntless Courage,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Dauntless Courage EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Lightning Speed,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Lightning Speed EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Wheel of Fortune,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Wheel of Fortune EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Magnificent Harmony,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Magnificent Harmony EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Unparalleled Focus,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Unparalleled Focus EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Heat Up,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Heat Up II,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Self Maintenance,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Self Maintenance II,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Immovable Pranayama,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Immovable Pranayama EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Gralsritter's Grace,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Gralsritter's Grace EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Energy Reload,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Energy Reload EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Fell Swoop,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Fell Swoop EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Inner Calm,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Inner Calm EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Winds of Change,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Winds of Change EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Heavenly Herald,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Heavenly Herald EX,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Endure,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Quick Repair,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Indomitable Will,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Auto Thelas,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Flames of Carnage,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
Auto Athelas,Mecânica,,manter_original,none,,"Nome de habilidade reativa ligada a Support Ability (bloco 'BFS', sem descricao propria na tabela) confirmado em pac/steam/table_en.pac -> table_en/t_skill.tbl. Ver termo Art.",2026-08-23
New Save Data,UI,Novos Dados de Save,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVEDATA_NEWDATA_TITLE). Texto de interface/menu do sistema.,2026-08-23
System Data,UI,Dados do Sistema,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SYSTEM_SAVEDATA_SUB_TITLE). Texto de interface/menu do sistema.,2026-08-23
Viewer Data,UI,Dados do Visualizador,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVEDATA_VIEWER). Texto de interface/menu do sistema.,2026-08-23
Playtime,UI,Tempo de Jogo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVE_DETAIL_PLAYTIME). Texto de interface/menu do sistema.,2026-08-23
[Very Easy],UI,[Muito Fácil],traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVE_VERY_EASY). Texto de interface/menu do sistema.,2026-08-23
[Easy],UI,[Fácil],traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVE_EASY). Texto de interface/menu do sistema.,2026-08-23
[Normal],UI,[Normal],traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVE_NORMAL). Texto de interface/menu do sistema.,2026-08-23
[Advanced],UI,[Avançado],traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVE_ADVANCED). Texto de interface/menu do sistema.,2026-08-23
[Hard],UI,[Difícil],traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVE_HARD). Texto de interface/menu do sistema.,2026-08-23
[Nightmare],UI,[Pesadelo],traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVE_NIGHTMARE). Texto de interface/menu do sistema.,2026-08-23
Information,UI,Informações,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_SAVEMENU_INFOMATION). Texto de interface/menu do sistema.,2026-08-23
Feature: Enemy Level +75,UI,Recurso: Nível de Inimigo +75,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_TITLE_ENEMY_LEVEL_ADD_50). Texto de interface/menu do sistema.,2026-08-23
Start Game,UI,Iniciar Jogo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_TITLE_TAKE_OVER_DECIDE). Texto de interface/menu do sistema.,2026-08-23
